subcolony,region,site,sugar,octopamine,treatment,phase,day,temperature,initial_for,n_0,n_10,n_20,n_30,n_40,n_50,n_60,cov_0,cov_10,cov_20,cov_30,cov_40,cov_50,cov_60,time_top,sug_0,sug_10,sug_20,sug_30,sug_40,sug_50,sug_60
1,AU,STA,high,no,control,treatment,13,23.9,23,0,3,3,6,3,5,2,0,2,0,0,0,0,0,10,0,0,0,0,0,0,0
2,AU,PHI,low,no,low_sugar,treatment,13,23.9,21,0,5,8,9,7,12,9,0,1,0,2,0,4,2,50,0,0,0,0,0,0,0
3,AU,MON,low,no,low_sugar,treatment,13,23.9,6,0,0,5,6,8,6,7,0,0,0,0,1,1,0,40,0,0,0,0,0,0,0
4,AU,STA,high,yes,OA,treatment,13,23.9,95,0,12,21,16,26,15,11,0,0,6,3,4,0,2,30,0,0,0,0,0,0,0
5,AU,PHI,high,yes,OA,treatment,13,23.9,22,0,6,17,13,21,14,15,0,2,3,2,7,3,5,40,0,0,0,0,0,0,0
6,AU,STA,low,yes,OA_low_sugar,treatment,13,23.9,64,0,28,31,32,29,21,21,0,5,4,7,8,4,3,20,0,0,0,0,0,0,0
7,AU,PHI,low,yes,OA_low_sugar,treatment,13,23.9,34,0,15,19,21,20,18,17,0,1,3,3,3,2,2,20,0,0,0,0,0,0,0
8,AU,CLI,high,no,control,treatment,13,23.9,6,0,0,1,4,5,2,4,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
9,AU,PHI,low,yes,OA_low_sugar,treatment,13,23.9,32,0,10,34,37,40,29,26,0,3,7,7,10,6,5,20,0,0,0,0,0,0,0
10,AU,PHI,high,no,control,treatment,13,23.9,33,0,10,9,12,12,9,7,0,2,0,4,4,2,3,30,0,0,0,0,0,0,0
11,AU,MON,high,no,control,treatment,13,23.9,15,0,1,3,3,10,15,9,0,0,2,1,4,3,2,60,0,0,0,0,0,0,0
12,AU,STA,low,no,low_sugar,treatment,13,23.9,38,0,6,15,7,7,12,6,0,3,3,1,2,5,0,20,0,0,0,0,0,0,0
13,AU,CLI,low,no,low_sugar,treatment,13,23.9,8,0,4,4,3,4,3,3,0,1,1,0,0,2,0,61,0,0,0,0,0,0,0
14,AU,MON,high,yes,OA,treatment,13,23.9,23,0,6,13,13,11,10,7,0,2,0,3,2,2,1,30,0,0,0,0,0,0,0
15,AU,CLI,high,yes,OA,treatment,13,23.9,16,0,5,9,10,18,12,13,0,1,3,2,3,2,4,50,0,0,0,0,0,0,0
16,AU,MON,low,yes,OA_low_sugar,treatment,13,23.9,27,0,4,22,19,17,11,16,0,1,3,3,3,2,4,20,0,0,0,0,0,0,0
17,AU,MON,low,yes,OA_low_sugar,treatment,13,23.9,62,0,29,29,34,36,30,27,0,7,7,7,7,6,7,10,0,0,0,0,0,0,0
18,AU,CLI,high,yes,OA,treatment,13,23.9,22,0,13,14,11,14,19,10,0,3,1,2,3,4,2,50,0,0,0,0,0,0,0
19,AU,PHI,high,no,control,treatment,13,23.9,23,0,7,9,12,11,7,7,0,0,0,2,3,2,2,30,0,0,0,0,0,0,0
20,AU,CLI,low,yes,OA_low_sugar,treatment,13,23.9,27,0,17,18,14,18,12,8,0,2,4,1,4,2,3,10,0,0,0,0,0,0,0
21,AU,CLI,low,no,low_sugar,treatment,13,23.9,15,0,7,10,5,7,8,4,0,0,0,0,1,2,3,61,0,0,0,0,0,0,0
22,AU,MON,high,no,control,treatment,13,23.9,20,0,3,5,13,15,8,8,0,1,2,2,2,0,0,30,0,0,0,0,0,0,0
23,AU,MON,high,yes,OA,treatment,13,23.9,37,0,19,13,12,8,7,13,0,0,2,1,0,1,2,20,0,0,0,0,0,0,0
24,AU,STA,low,no,low_sugar,treatment,13,23.9,35,0,1,12,7,8,9,7,0,1,12,7,8,9,7,20,0,0,0,0,0,0,0
25,AU,PHI,high,yes,OA,treatment,13,23.9,52,0,15,19,30,30,31,26,0,3,4,7,6,5,4,10,0,0,0,0,0,0,0
26,AU,MON,low,no,low_sugar,treatment,13,23.9,8,0,5,2,6,7,7,5,0,1,0,1,1,2,0,30,0,0,0,0,0,0,0
27,AU,STA,low,yes,OA_low_sugar,treatment,13,23.9,70,0,19,38,34,29,24,29,0,3,5,8,6,5,4,20,0,0,0,0,0,0,0
28,AU,STA,high,yes,OA,treatment,13,23.9,39,0,11,18,12,31,22,16,0,2,2,0,6,2,4,20,0,0,0,0,0,0,0
29,AU,CLI,low,yes,OA_low_sugar,treatment,13,23.9,36,0,18,16,21,19,16,11,0,5,1,3,3,5,4,10,0,0,0,0,0,0,0
30,AU,CLI,high,no,control,treatment,13,23.9,6,0,3,9,15,9,9,7,0,1,4,2,5,2,3,20,0,0,0,0,0,0,0
31,AU,PHI,low,no,low_sugar,treatment,13,23.9,33,0,4,8,13,11,7,8,0,0,2,2,1,1,0,30,0,0,0,0,0,0,0
32,AU,STA,high,no,control,treatment,13,23.9,9,0,0,2,1,1,3,2,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
1,AU,STA,high,no,control,treatment,14,23.9,35,0,2,2,0,1,0,0,0,0,1,0,1,0,0,61,0,0,0,0,0,0,0
2,AU,PHI,low,no,low_sugar,treatment,14,23.9,38,0,2,7,7,6,10,6,0,0,0,1,1,2,3,50,0,0,0,0,0,0,0
3,AU,MON,low,no,low_sugar,treatment,14,23.9,26,0,6,7,9,7,9,4,0,0,1,0,1,2,0,50,0,0,0,0,0,0,0
4,AU,STA,high,yes,OA,treatment,14,23.9,94,0,6,18,16,14,10,11,0,1,3,0,2,1,1,20,0,0,0,0,0,0,0
5,AU,PHI,high,yes,OA,treatment,14,23.9,41,0,6,17,17,25,18,16,0,0,2,4,6,4,4,20,0,0,0,0,0,0,0
6,AU,STA,low,yes,OA_low_sugar,treatment,14,23.9,57,0,6,28,14,14,16,17,0,1,5,5,4,3,3,10,0,0,0,0,0,0,0
7,AU,PHI,low,yes,OA_low_sugar,treatment,14,23.9,38,0,7,9,23,15,20,16,0,0,2,3,3,2,3,20,0,0,0,0,0,0,0
8,AU,CLI,high,no,control,treatment,14,23.9,10,0,0,2,2,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
9,AU,PHI,low,yes,OA_low_sugar,treatment,14,23.9,59,0,20,24,17,20,17,14,0,2,5,5,6,4,2,20,0,0,0,0,0,0,0
10,AU,PHI,high,no,control,treatment,14,23.9,34,0,1,10,10,5,10,6,0,0,2,4,1,2,2,20,0,0,0,0,0,0,0
11,AU,MON,high,no,control,treatment,14,23.9,18,0,1,3,8,8,5,4,0,0,1,3,1,1,0,40,0,0,0,0,0,0,0
12,AU,STA,low,no,low_sugar,treatment,14,23.9,45,0,3,2,7,5,5,10,0,0,1,1,0,3,3,20,0,0,0,0,0,0,0
13,AU,CLI,low,no,low_sugar,treatment,14,23.9,16,0,3,3,2,2,0,2,0,0,0,1,1,0,0,30,0,0,0,0,0,0,0
14,AU,MON,high,yes,OA,treatment,14,23.9,26,0,16,18,8,15,14,14,0,1,4,2,4,2,5,10,0,0,0,0,0,0,0
15,AU,CLI,high,yes,OA,treatment,14,23.9,32,0,6,11,15,12,12,6,0,0,0,3,3,1,3,30,0,0,0,0,0,0,0
16,AU,MON,low,yes,OA_low_sugar,treatment,14,23.9,49,0,6,13,14,12,13,12,0,1,2,4,1,2,1,10,0,0,0,0,0,0,0
17,AU,MON,low,yes,OA_low_sugar,treatment,14,23.9,67,0,21,35,36,32,30,28,0,2,4,5,6,6,5,10,0,0,0,0,0,0,0
18,AU,CLI,high,yes,OA,treatment,14,23.9,21,0,4,6,12,10,6,13,0,1,2,1,3,3,4,50,0,0,0,0,0,0,0
19,AU,PHI,high,no,control,treatment,14,23.9,24,0,3,11,10,3,3,6,0,1,2,3,0,2,2,20,0,0,0,0,0,0,0
20,AU,CLI,low,yes,OA_low_sugar,treatment,14,23.9,22,0,8,17,11,12,16,10,0,2,3,1,3,6,3,50,0,0,0,0,0,0,0
21,AU,CLI,low,no,low_sugar,treatment,14,23.9,16,0,1,4,9,7,9,4,0,0,0,3,0,0,1,30,0,0,0,0,0,0,0
22,AU,MON,high,no,control,treatment,14,23.9,24,0,5,4,9,6,6,3,0,0,0,1,0,1,2,50,0,0,0,0,0,0,0
23,AU,MON,high,yes,OA,treatment,14,23.9,43,0,4,14,18,6,13,10,0,1,0,4,2,2,3,10,0,0,0,0,0,0,0
24,AU,STA,low,no,low_sugar,treatment,14,23.9,40,0,1,7,6,5,5,6,0,0,3,2,0,0,1,20,0,0,0,0,0,0,0
25,AU,PHI,high,yes,OA,treatment,14,23.9,49,0,13,28,34,23,26,31,0,3,7,5,4,5,5,20,0,0,0,0,0,0,0
26,AU,MON,low,no,low_sugar,treatment,14,23.9,9,0,0,3,3,8,4,3,0,0,0,0,2,0,1,40,0,0,0,0,0,0,0
27,AU,STA,low,yes,OA_low_sugar,treatment,14,23.9,58,0,12,30,18,18,18,18,0,4,4,4,3,3,6,10,0,0,0,0,0,0,0
28,AU,STA,high,yes,OA,treatment,14,23.9,52,0,5,18,13,11,18,11,0,0,1,1,6,2,4,60,0,0,0,0,0,0,0
29,AU,CLI,low,yes,OA_low_sugar,treatment,14,23.9,48,0,16,29,35,39,25,26,0,3,1,5,5,2,6,10,0,0,0,0,0,0,0
30,AU,CLI,high,no,control,treatment,14,23.9,7,0,2,5,7,8,8,3,0,0,2,1,1,5,0,20,0,0,0,0,0,0,0
31,AU,PHI,low,no,low_sugar,treatment,14,23.9,46,0,0,9,15,14,10,3,0,0,1,4,3,2,1,30,0,0,0,0,0,0,0
32,AU,STA,high,no,control,treatment,14,23.9,14,0,0,0,3,2,6,3,0,0,0,0,1,1,1,50,0,0,0,0,0,0,0
1,AU,STA,high,no,control,treatment,15,23.8,17,0,0,3,3,4,5,1,0,0,0,1,0,2,0,30,0,0,0,0,0,0,0
2,AU,PHI,low,no,low_sugar,treatment,15,23.8,25,0,4,8,6,1,6,5,0,0,2,1,0,2,1,20,0,0,0,0,0,0,0
3,AU,MON,low,no,low_sugar,treatment,15,23.8,11,0,3,0,0,3,1,3,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0
4,AU,STA,high,yes,OA,treatment,15,23.8,85,0,17,17,24,33,19,21,0,0,4,1,4,2,3,20,0,0,0,0,0,0,0
5,AU,PHI,high,yes,OA,treatment,15,23.8,25,0,13,21,22,13,24,18,0,2,0,5,1,3,4,10,0,0,0,0,0,0,0
6,AU,STA,low,yes,OA_low_sugar,treatment,15,23.8,63,0,14,42,39,42,29,26,0,2,3,6,5,4,6,20,0,0,0,0,0,0,0
7,AU,PHI,low,yes,OA_low_sugar,treatment,15,23.8,29,0,10,10,18,18,13,15,0,0,1,3,3,3,2,30,0,0,0,0,0,0,0
8,AU,CLI,high,no,control,treatment,15,23.8,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
9,AU,PHI,low,yes,OA_low_sugar,treatment,15,23.8,36,0,13,14,15,18,15,17,0,0,3,4,5,2,2,20,0,0,0,0,0,0,0
10,AU,PHI,high,no,control,treatment,15,23.8,22,0,5,11,13,11,8,5,0,1,4,5,4,3,0,40,0,0,0,0,0,0,0
11,AU,MON,high,no,control,treatment,15,23.8,12,0,3,3,3,4,1,5,0,1,0,1,0,0,1,30,0,0,0,0,0,0,0
12,AU,STA,low,no,low_sugar,treatment,15,23.8,41,0,3,4,7,7,3,4,0,0,0,3,2,0,0,40,0,0,0,0,0,0,0
13,AU,CLI,low,no,low_sugar,treatment,15,23.8,9,0,1,1,3,0,0,2,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0
14,AU,MON,high,yes,OA,treatment,15,23.8,31,0,19,15,17,15,12,9,0,0,2,3,4,2,3,30,0,0,0,0,0,0,0
15,AU,CLI,high,yes,OA,treatment,15,23.8,17,0,4,19,23,11,15,6,0,0,3,5,2,4,2,20,0,0,0,0,0,0,0
16,AU,MON,low,yes,OA_low_sugar,treatment,15,23.8,26,0,7,11,7,11,3,6,0,0,1,1,1,0,2,30,0,0,0,0,0,0,0
17,AU,MON,low,yes,OA_low_sugar,treatment,15,23.8,54,0,23,25,26,21,17,30,0,3,7,4,6,5,6,20,0,0,0,0,0,0,0
18,AU,CLI,high,yes,OA,treatment,15,23.8,19,0,14,13,7,9,9,11,0,3,2,1,3,2,2,10,0,0,0,0,0,0,0
19,AU,PHI,high,no,control,treatment,15,23.8,11,0,4,8,6,3,3,5,0,0,2,0,0,0,1,61,0,0,0,0,0,0,0
20,AU,CLI,low,yes,OA_low_sugar,treatment,15,23.8,16,0,9,9,7,8,6,11,0,1,1,4,3,2,5,20,0,0,0,0,0,0,0
21,AU,CLI,low,no,low_sugar,treatment,15,23.8,10,0,4,7,5,7,5,4,0,1,2,2,2,0,0,10,0,0,0,0,0,0,0
22,AU,MON,high,no,control,treatment,15,23.8,9,0,10,10,7,10,2,4,0,2,0,2,1,0,1,40,0,0,0,0,0,0,0
23,AU,MON,high,yes,OA,treatment,15,23.8,36,0,6,12,8,12,9,5,0,1,2,1,2,0,2,10,0,0,0,0,0,0,0
24,AU,STA,low,no,low_sugar,treatment,15,23.8,39,0,3,3,4,3,2,3,0,0,1,0,0,0,0,61,0,0,0,0,0,0,0
25,AU,PHI,high,yes,OA,treatment,15,23.8,47,0,18,22,42,22,30,16,0,4,5,7,4,5,5,20,0,0,0,0,0,0,0
26,AU,MON,low,no,low_sugar,treatment,15,23.8,3,0,0,1,2,7,6,4,0,0,0,1,1,2,1,30,0,0,0,0,0,0,0
27,AU,STA,low,yes,OA_low_sugar,treatment,15,23.8,58,0,16,28,28,19,18,22,0,4,5,5,7,6,7,10,0,0,0,0,0,0,0
28,AU,STA,high,yes,OA,treatment,15,23.8,40,0,10,18,11,11,12,16,0,1,4,3,4,1,4,40,0,0,0,0,0,0,0
29,AU,CLI,low,yes,OA_low_sugar,treatment,15,23.8,40,0,21,43,30,23,19,18,0,0,6,5,1,3,4,20,0,0,0,0,0,0,0
30,AU,CLI,high,no,control,treatment,15,23.8,3,0,4,7,3,9,3,6,0,0,2,1,1,1,1,61,0,0,0,0,0,0,0
31,AU,PHI,low,no,low_sugar,treatment,15,23.8,32,0,3,5,6,9,10,10,0,0,1,0,1,1,1,40,0,0,0,0,0,0,0
32,AU,STA,high,no,control,treatment,15,23.8,3,0,1,0,1,2,0,2,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0
1,AU,STA,high,no,control,treward,16,23.7,11,0,0,4,8,9,20,7,0,0,0,1,0,0,1,60,0,0,4,7,5,15,5
2,AU,PHI,low,no,low_sugar,treward,16,23.7,22,0,14,78,73,48,52,44,0,0,0,0,1,1,3,50,0,10,30,30,25,20,20
3,AU,MON,low,no,low_sugar,treward,16,23.7,10,0,0,11,41,59,55,47,0,0,0,0,2,2,2,40,0,0,7,20,35,25,30
4,AU,STA,high,yes,OA,treward,16,23.7,73,0,8,50,74,74,65,46,0,2,0,3,3,4,4,10,0,4,30,25,25,25,20
5,AU,PHI,high,yes,OA,treward,16,23.7,32,0,52,62,57,43,39,36,0,1,2,4,4,3,3,10,0,20,25,20,20,20,15
6,AU,STA,low,yes,OA_low_sugar,treward,16,23.7,76,0,29,78,114,99,101,67,0,0,0,0,5,8,5,40,0,17,50,50,45,40,10
7,AU,PHI,low,yes,OA_low_sugar,treward,16,23.7,29,0,21,96,116,107,76,61,0,0,0,0,1,3,4,40,0,15,60,60,60,35,20
8,AU,CLI,high,no,control,treward,16,23.7,2,0,0,1,0,0,2,4,0,0,0,0,0,0,0,61,0,0,0,0,0,0,2
9,AU,PHI,low,yes,OA_low_sugar,treward,16,23.7,49,0,35,111,118,145,95,81,0,0,0,3,4,5,5,40,0,25,60,60,60,50,30
10,AU,PHI,high,no,control,treward,16,23.7,35,0,17,29,27,20,18,17,0,2,2,1,1,3,2,10,0,5,10,5,10,5,7
11,AU,MON,high,no,control,treward,16,23.7,12,0,3,7,5,7,10,9,0,0,0,1,1,0,1,30,0,1,3,1,2,4,2
12,AU,STA,low,no,low_sugar,treward,16,23.7,42,0,52,88,68,54,59,48,0,1,0,0,6,3,3,10,0,35,45,40,30,30,15
13,AU,CLI,low,no,low_sugar,treward,16,23.7,15,0,5,43,77,73,53,57,0,0,0,1,1,4,2,40,0,3,30,40,30,30,30
14,AU,MON,high,yes,OA,treward,16,23.7,39,0,38,43,36,38,45,40,0,0,1,4,3,2,9,30,0,20,15,20,20,25,20
15,AU,CLI,high,yes,OA,treward,16,23.7,26,0,18,65,73,60,40,46,0,0,0,2,4,2,4,30,0,12,30,30,30,20,20
16,AU,MON,low,yes,OA_low_sugar,treward,16,23.7,21,0,15,54,73,83,89,72,0,0,0,2,3,5,4,40,0,10,25,35,40,35,20
17,AU,MON,low,yes,OA_low_sugar,treward,16,23.7,64,0,27,91,121,114,80,66,0,0,0,2,5,5,5,30,0,20,70,70,60,30,20
18,AU,CLI,high,yes,OA,treward,16,23.7,20,0,33,46,35,34,45,36,0,0,0,0,1,1,5,40,0,20,25,15,20,30,20
19,AU,PHI,high,no,control,treward,16,23.7,18,0,10,29,35,31,17,19,0,0,0,1,1,1,2,30,0,2,10,15,10,5,10
20,AU,CLI,low,yes,OA_low_sugar,treward,16,23.7,35,0,28,58,63,74,76,60,0,0,1,2,1,4,4,20,0,15,40,35,40,30,20
21,AU,CLI,low,no,low_sugar,treward,16,23.7,8,0,2,6,25,35,23,20,0,0,0,0,1,2,2,50,0,0,3,15,10,3,10
22,AU,MON,high,no,control,treward,16,23.7,17,0,3,24,75,88,69,51,0,0,0,1,2,3,4,30,0,2,15,20,30,30,15
23,AU,MON,high,yes,OA,treward,16,23.7,20,0,9,38,58,56,53,35,0,0,1,0,2,5,2,20,0,2,20,15,30,25,15
24,AU,STA,low,no,low_sugar,treward,16,23.7,35,0,4,45,64,77,52,57,0,0,0,2,2,3,3,30,0,0,30,25,30,30,25
25,AU,PHI,high,yes,OA,treward,16,23.7,47,0,24,60,50,55,64,40,0,0,2,2,3,3,6,20,0,15,20,20,20,20,15
26,AU,MON,low,no,low_sugar,treward,16,23.7,11,0,6,25,39,51,41,35,0,0,0,0,0,3,4,50,0,2,15,20,25,20,10
27,AU,STA,low,yes,OA_low_sugar,treward,16,23.7,58,0,6,84,104,115,95,77,0,0,1,3,2,9,6,30,0,1,50,60,60,40,20
28,AU,STA,high,yes,OA,treward,16,23.7,51,0,4,19,41,48,65,42,0,1,0,1,2,1,2,30,0,0,15,20,20,40,20
29,AU,CLI,low,yes,OA_low_sugar,treward,16,23.7,38,0,10,114,94,80,79,46,0,0,4,3,2,0,4,20,0,4,30,40,45,30,15
30,AU,CLI,high,no,control,treward,16,23.7,5,0,5,8,15,15,12,8,0,1,1,0,1,2,1,61,0,2,2,7,6,2,3
31,AU,PHI,low,no,low_sugar,treward,16,23.7,45,0,9,46,49,85,55,62,0,0,0,2,5,1,1,30,0,3,25,25,30,15,20
32,AU,STA,high,no,control,treward,16,23.7,9,0,0,2,9,16,16,9,0,0,0,0,0,0,0,61,0,0,0,6,7,10,5
1,AU,STA,high,no,control,treward,17,23.8,14,0,3,8,6,11,10,9,0,0,0,1,0,0,0,61,0,3,6,3,5,5,3
2,AU,PHI,low,no,low_sugar,treward,17,23.8,29,0,12,34,42,31,24,28,0,0,1,0,3,1,2,20,0,7,20,20,20,15,10
3,AU,MON,low,no,low_sugar,treward,17,23.8,22,0,5,29,45,44,46,41,0,0,0,0,2,1,1,50,0,2,20,30,30,35,30
4,AU,STA,high,yes,OA,treward,17,23.8,85,0,24,52,46,53,29,39,0,0,1,1,1,1,1,20,0,10,25,30,25,20,20
5,AU,PHI,high,yes,OA,treward,17,23.8,37,0,31,33,37,32,44,33,0,0,0,0,1,1,4,50,0,15,15,15,20,20,15
6,AU,STA,low,yes,OA_low_sugar,treward,17,23.8,56,0,44,65,77,78,60,45,0,0,0,2,2,1,2,50,0,20,40,50,35,15,10
7,AU,PHI,low,yes,OA_low_sugar,treward,17,23.8,14,0,30,72,89,78,49,43,0,0,2,1,3,2,6,30,0,25,50,60,40,20,10
8,AU,CLI,high,no,control,treward,17,23.8,4,0,1,1,3,1,3,0,0,0,0,0,0,0,0,61,0,1,1,1,1,1,0
9,AU,PHI,low,yes,OA_low_sugar,treward,17,23.8,41,0,36,59,89,85,57,47,0,0,0,1,3,6,7,40,0,20,35,45,30,15,5
10,AU,PHI,high,no,control,treward,17,23.8,41,0,6,11,9,12,8,10,0,1,2,1,2,3,2,20,0,2,1,2,1,1,1
11,AU,MON,high,no,control,treward,17,23.8,17,0,5,4,8,13,9,4,0,1,0,0,2,1,1,10,0,1,1,5,2,3,1
12,AU,STA,low,no,low_sugar,treward,17,23.8,66,0,22,41,32,25,32,26,0,0,0,3,0,1,2,60,0,15,25,25,20,20,15
13,AU,CLI,low,no,low_sugar,treward,17,23.8,15,0,16,30,52,24,27,41,0,0,1,3,3,2,3,20,0,10,15,30,15,15,20
14,AU,MON,high,yes,OA,treward,17,23.8,27,0,29,65,52,55,45,30,0,0,0,0,1,2,2,50,0,20,30,30,30,30,20
15,AU,CLI,high,yes,OA,treward,17,23.8,23,0,23,39,44,36,33,45,0,1,0,1,0,2,1,10,0,15,25,30,30,20,30
16,AU,MON,low,yes,OA_low_sugar,treward,17,23.8,21,0,29,50,54,71,65,52,0,0,0,0,0,5,3,50,0,20,30,30,40,20,15
17,AU,MON,low,yes,OA_low_sugar,treward,17,23.8,57,0,85,83,116,75,51,56,0,1,2,4,2,4,2,10,0,50,50,60,40,25,25
18,AU,CLI,high,yes,OA,treward,17,23.8,30,0,13,37,45,57,39,28,0,1,0,0,4,2,1,40,0,5,20,20,30,20,15
19,AU,PHI,high,no,control,treward,17,23.8,19,0,10,15,13,15,13,18,0,0,0,0,1,1,2,40,0,5,5,5,10,5,10
20,AU,CLI,low,yes,OA_low_sugar,treward,17,23.8,13,0,47,85,57,49,36,34,0,0,2,3,2,0,3,20,0,25,30,30,20,15,10
21,AU,CLI,low,no,low_sugar,treward,17,23.8,9,0,4,8,12,16,10,8,0,0,0,1,3,2,0,40,0,1,2,7,7,2,3
22,AU,MON,high,no,control,treward,17,23.8,20,0,26,40,51,48,52,49,0,1,2,1,1,2,0,20,0,10,25,25,30,25,30
23,AU,MON,high,yes,OA,treward,17,23.8,30,0,20,83,62,40,33,30,0,0,1,0,1,2,1,50,0,2,50,40,20,20,15
24,AU,STA,low,no,low_sugar,treward,17,23.8,34,0,40,46,37,47,45,39,0,1,0,1,2,1,2,10,0,20,20,20,25,25,25
25,AU,PHI,high,yes,OA,treward,17,23.8,54,0,30,60,68,43,33,28,0,0,1,2,2,3,4,20,0,15,20,30,20,15,10
26,AU,MON,low,no,low_sugar,treward,17,23.8,11,0,13,20,38,20,24,29,0,0,0,2,0,2,2,30,0,7,15,20,15,10,20
27,AU,STA,low,yes,OA_low_sugar,treward,17,23.8,55,0,33,67,72,60,66,50,0,4,1,3,3,4,3,30,0,15,30,30,40,20,15
28,AU,STA,high,yes,OA,treward,17,23.8,47,0,9,39,41,38,34,34,0,1,2,0,0,2,3,20,0,2,20,20,30,20,20
29,AU,CLI,low,yes,OA_low_sugar,treward,17,23.8,37,0,32,93,116,80,73,40,0,0,1,4,5,3,1,20,0,20,50,60,50,40,20
30,AU,CLI,high,no,control,treward,17,23.8,8,0,3,6,7,5,6,6,0,0,1,0,0,0,0,20,0,1,2,3,1,4,3
31,AU,PHI,low,no,low_sugar,treward,17,23.8,39,0,8,38,35,56,43,43,0,0,1,1,4,2,2,20,0,4,20,20,25,15,15
32,AU,STA,high,no,control,treward,17,23.8,8,0,1,6,8,4,9,5,0,0,0,0,0,0,0,50,0,1,2,7,3,5,5
1,AU,STA,high,no,control,treward,18,23.8,15,0,7,11,14,19,15,15,0,0,1,0,1,0,0,20,0,1,5,4,10,4,10
2,AU,PHI,low,no,low_sugar,treward,18,23.8,16,0,8,22,25,41,20,18,0,0,0,0,2,0,1,40,0,2,12,15,20,10,10
3,AU,MON,low,no,low_sugar,treward,18,23.8,27,0,16,26,17,22,24,24,0,0,0,0,2,1,1,61,0,10,15,10,15,15,15
4,AU,STA,high,yes,OA,treward,18,23.8,72,0,19,52,54,37,36,37,0,0,1,0,1,1,0,20,0,15,30,30,20,20,20
5,AU,PHI,high,yes,OA,treward,18,23.8,26,0,27,44,50,41,32,22,0,0,3,3,2,2,1,20,0,20,20,25,20,15,5
6,AU,STA,low,yes,OA_low_sugar,treward,18,23.8,43,0,31,58,52,56,37,29,0,0,1,3,4,2,3,20,0,25,40,30,20,15,5
7,AU,PHI,low,yes,OA_low_sugar,treward,18,23.8,12,0,20,41,56,59,49,44,0,0,0,0,0,0,1,61,0,15,30,30,35,30,25
8,AU,CLI,high,no,control,treward,18,23.8,4,0,2,0,2,8,5,5,0,0,0,0,1,0,1,61,0,2,0,2,3,4,2
9,AU,PHI,low,yes,OA_low_sugar,treward,18,23.8,39,0,65,74,109,74,40,42,0,1,0,5,3,4,1,30,0,30,40,60,40,30,20
10,AU,PHI,high,no,control,treward,18,23.8,34,0,15,10,17,16,16,10,0,0,1,1,4,1,0,30,0,5,5,3,6,4,3
11,AU,MON,high,no,control,treward,18,23.8,13,0,3,10,5,7,10,9,0,0,2,0,0,1,2,20,0,1,1,1,3,5,3
12,AU,STA,low,no,low_sugar,treward,18,23.8,59,0,18,24,31,22,24,30,0,0,1,1,1,2,2,30,0,12,15,20,15,10,15
13,AU,CLI,low,no,low_sugar,treward,18,23.8,21,0,8,23,20,23,28,25,0,0,1,1,0,1,1,20,0,2,15,15,10,15,15
14,AU,MON,high,yes,OA,treward,18,23.8,29,0,9,47,47,47,31,22,0,0,1,1,2,1,2,30,0,3,20,20,30,20,15
15,AU,CLI,high,yes,OA,treward,18,23.8,20,0,17,28,34,44,30,22,0,1,0,1,0,3,1,10,0,6,20,20,30,20,15
16,AU,MON,low,yes,OA_low_sugar,treward,18,23.8,37,0,23,58,58,60,40,45,0,0,0,3,0,1,1,50,0,15,35,35,30,20,20
17,AU,MON,low,yes,OA_low_sugar,treward,18,23.8,45,0,66,97,89,83,47,44,0,1,0,0,1,3,2,10,0,40,40,60,40,20,15
18,AU,CLI,high,yes,OA,treward,18,23.8,19,0,9,64,47,46,26,23,0,0,1,1,0,2,2,20,0,4,40,30,30,15,10
19,AU,PHI,high,no,control,treward,18,23.8,13,0,3,18,25,21,12,12,0,0,0,1,1,1,2,30,0,1,10,10,7,5,4
20,AU,CLI,low,yes,OA_low_sugar,treward,18,23.8,6,0,64,116,83,72,23,26,0,1,1,2,4,1,3,10,0,40,70,60,40,10,15
21,AU,CLI,low,no,low_sugar,treward,18,23.8,10,0,3,6,6,9,12,10,0,0,0,0,0,0,1,61,0,1,1,2,3,5,7
22,AU,MON,high,no,control,treward,18,23.8,18,0,10,31,18,41,34,42,0,0,0,0,1,3,1,40,0,3,15,15,20,25,20
23,AU,MON,high,yes,OA,treward,18,23.8,0,0,28,39,51,43,38,40,0,1,1,1,0,0,1,10,0,15,20,20,30,20,20
24,AU,STA,low,no,low_sugar,treward,18,23.8,32,0,24,36,24,31,23,27,0,0,0,1,0,1,0,30,0,10,20,15,20,15,15
25,AU,PHI,high,yes,OA,treward,18,23.8,46,0,28,47,39,32,27,31,0,0,3,2,0,1,1,20,0,10,20,20,15,15,15
26,AU,MON,low,no,low_sugar,treward,18,23.8,13,0,25,62,44,33,29,16,0,0,0,2,1,4,1,50,0,15,20,25,20,15,10
27,AU,STA,low,yes,OA_low_sugar,treward,18,23.8,54,0,55,72,84,80,34,32,0,0,0,3,2,0,1,40,0,30,40,50,50,20,10
28,AU,STA,high,yes,OA,treward,18,23.8,52,0,32,62,63,49,50,32,0,0,0,3,0,0,3,30,0,20,40,40,35,25,20
