subcolony,region,site,sugar,octopamine,treatment,phase,day,temperature,initial_for,n_0,n_10,n_20,n_30,n_40,n_50,n_60,cov_0,cov_10,cov_20,cov_30,cov_40,cov_50,cov_60,time_top,sug_0,sug_10,sug_20,sug_30,sug_40,sug_50,sug_60
7,CA,RCH,high,no,control,treatment,13,22.7,24,0,2,4,7,6,5,4,0,1,0,1,0,0,1,10,0,0,0,0,0,0,0
8,CA,BLB,high,yes,OA,treatment,13,22.7,142,0,20,22,25,18,17,16,0,3,3,6,4,4,4,20,0,0,0,0,0,0,0
9,CA,RCH,high,no,control,treatment,13,22.7,43,0,5,8,13,13,14,2,0,1,1,4,1,2,1,10,0,0,0,0,0,0,0
10,CA,OAK,high,yes,OA,treatment,13,22.7,135,0,16,31,48,41,33,25,0,1,2,3,1,4,3,20,0,0,0,0,0,0,0
11,CA,CAL,low,yes,OA_low_sugar,treatment,13,22.7,103,0,25,32,44,33,24,29,0,4,5,8,4,5,9,10,0,0,0,0,0,0,0
12,CA,RCH,low,no,low_sugar,treatment,13,22.7,27,0,6,10,16,13,10,16,0,2,0,1,1,1,1,10,0,0,0,0,0,0,0
13,CA,BLB,high,no,control,treatment,13,22.7,84,0,2,8,15,16,18,10,0,0,0,5,2,4,3,30,0,0,0,0,0,0,0
14,CA,CAL,low,no,low_sugar,treatment,13,22.7,19,0,2,2,3,3,2,3,0,0,0,1,0,0,1,30,0,0,0,0,0,0,0
15,CA,BLB,low,yes,OA_low_sugar,treatment,13,22.7,118,0,49,51,53,49,45,43,0,7,7,8,7,7,8,10,0,0,0,0,0,0,0
16,CA,CAL,high,no,control,treatment,13,22.7,16,0,5,4,0,3,2,3,0,1,0,0,0,1,1,61,0,0,0,0,0,0,0
17,CA,OAK,low,no,low_sugar,treatment,13,22.7,65,0,2,11,11,12,8,6,0,1,3,4,5,3,1,30,0,0,0,0,0,0,0
18,CA,BLB,low,no,low_sugar,treatment,13,22.7,60,0,2,8,6,4,3,2,0,1,2,1,2,0,1,20,0,0,0,0,0,0,0
19,CA,RCH,low,yes,OA_low_sugar,treatment,13,22.7,160,0,56,65,55,46,34,25,0,7,6,3,6,2,4,10,0,0,0,0,0,0,0
20,CA,CAL,low,no,low_sugar,treatment,13,22.7,14,0,1,3,2,0,2,2,0,0,0,0,0,0,1,61,0,0,0,0,0,0,0
21,CA,OAK,high,no,control,treatment,13,22.7,66,0,6,11,15,17,14,11,0,1,1,2,3,1,1,30,0,0,0,0,0,0,0
22,CA,CAL,high,yes,OA,treatment,13,22.7,51,0,8,7,4,2,2,3,0,2,0,0,0,0,3,60,0,0,0,0,0,0,0
23,CA,RCH,low,no,low_sugar,treatment,13,22.7,18,0,5,11,8,5,5,5,0,1,2,1,2,0,1,61,0,0,0,0,0,0,0
24,CA,CAL,low,yes,OA_low_sugar,treatment,13,22.7,49,0,23,32,22,12,10,7,0,2,5,3,3,1,1,61,0,0,0,0,0,0,0
25,CA,CAL,high,yes,OA,treatment,13,22.7,59,0,7,16,14,13,11,10,0,0,4,2,3,1,2,20,0,0,0,0,0,0,0
26,CA,RCH,low,yes,OA_low_sugar,treatment,13,22.7,151,0,42,71,60,51,42,36,0,6,8,3,4,3,5,10,0,0,0,0,0,0,0
27,CA,BLB,high,yes,OA,treatment,13,22.7,111,0,29,33,37,45,37,32,0,2,3,3,9,6,7,10,0,0,0,0,0,0,0
28,CA,OAK,high,no,control,treatment,13,22.7,71,0,19,22,24,26,14,7,0,4,4,3,1,1,2,10,0,0,0,0,0,0,0
29,CA,RCH,high,yes,OA,treatment,13,22.7,73,0,15,28,20,13,13,12,0,1,3,2,3,2,3,30,0,0,0,0,0,0,0
30,CA,OAK,low,no,low_sugar,treatment,13,22.7,129,0,9,9,14,18,18,17,0,2,0,1,3,2,3,10,0,0,0,0,0,0,0
31,CA,OAK,low,yes,OA_low_sugar,treatment,13,22.7,221,0,47,61,57,53,49,46,0,5,8,6,8,9,10,10,0,0,0,0,0,0,0
32,CA,BLB,low,no,low_sugar,treatment,13,22.7,85,0,9,12,9,7,8,9,0,1,0,0,3,1,2,10,0,0,0,0,0,0,0
1,CA,BLB,low,yes,OA_low_sugar,treatment,14,23.5,168,0,28,34,50,34,34,34,0,6,6,7,6,9,5,10,0,0,0,0,0,0,0
2,CA,CAL,high,no,control,treatment,14,23.5,31,0,8,6,5,2,3,4,0,2,2,2,1,1,2,60,0,0,0,0,0,0,0
3,CA,OAK,high,yes,OA,treatment,14,23.5,132,0,52,44,34,31,35,35,0,4,5,4,3,2,4,10,0,0,0,0,0,0,0
4,CA,BLB,high,no,control,treatment,14,23.5,52,0,17,24,15,18,12,11,0,0,3,2,3,2,3,20,0,0,0,0,0,0,0
5,CA,RCH,high,yes,OA,treatment,14,23.5,38,0,14,21,25,28,29,22,0,1,3,2,4,5,3,10,0,0,0,0,0,0,0
6,CA,OAK,low,yes,OA_low_sugar,treatment,14,23.5,101,0,42,27,35,33,33,23,0,3,2,3,2,3,4,10,0,0,0,0,0,0,0
7,CA,RCH,high,no,control,treatment,14,23.5,38,0,9,16,9,15,10,9,0,0,2,1,2,4,2,20,0,0,0,0,0,0,0
8,CA,BLB,high,yes,OA,treatment,14,23.5,135,0,12,26,23,26,24,22,0,2,6,4,3,2,5,20,0,0,0,0,0,0,0
9,CA,RCH,high,no,control,treatment,14,23.5,37,0,7,13,25,20,9,8,0,2,3,3,3,3,2,20,0,0,0,0,0,0,0
10,CA,OAK,high,yes,OA,treatment,14,23.5,130,0,13,25,52,43,25,19,0,3,2,5,8,5,4,10,0,0,0,0,0,0,0
11,CA,CAL,low,yes,OA_low_sugar,treatment,14,23.5,85,0,31,35,36,24,20,22,0,3,7,7,4,3,5,10,0,0,0,0,0,0,0
12,CA,RCH,low,no,low_sugar,treatment,14,23.5,27,0,10,19,25,9,6,13,0,1,2,4,1,1,4,10,0,0,0,0,0,0,0
13,CA,BLB,high,no,control,treatment,14,23.5,63,0,5,17,24,9,15,13,0,2,4,4,2,4,1,20,0,0,0,0,0,0,0
14,CA,CAL,low,no,low_sugar,treatment,14,23.5,24,0,2,3,9,14,4,4,0,0,0,0,4,1,2,40,0,0,0,0,0,0,0
15,CA,BLB,low,yes,OA_low_sugar,treatment,14,23.5,129,0,83,52,57,37,40,40,0,4,8,7,7,6,7,20,0,0,0,0,0,0,0
16,CA,CAL,high,no,control,treatment,14,23.5,8,0,2,2,2,2,1,1,0,1,1,1,2,0,1,10,0,0,0,0,0,0,0
17,CA,OAK,low,no,low_sugar,treatment,14,23.5,93,0,12,18,19,4,12,13,0,1,1,4,2,3,2,30,0,0,0,0,0,0,0
18,CA,BLB,low,no,low_sugar,treatment,14,23.5,52,0,8,12,9,10,3,7,0,1,4,2,1,0,1,10,0,0,0,0,0,0,0
19,CA,RCH,low,yes,OA_low_sugar,treatment,14,23.5,165,0,81,51,46,32,20,28,0,9,7,4,6,5,5,10,0,0,0,0,0,0,0
20,CA,CAL,low,no,low_sugar,treatment,14,23.5,8,0,2,4,1,1,2,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0
21,CA,OAK,high,no,control,treatment,14,23.5,70,0,7,16,28,13,12,19,0,0,3,2,3,2,2,40,0,0,0,0,0,0,0
22,CA,CAL,high,yes,OA,treatment,14,23.5,46,0,7,12,10,7,3,5,0,0,0,1,4,0,1,30,0,0,0,0,0,0,0
23,CA,RCH,low,no,low_sugar,treatment,14,23.5,31,0,5,4,11,9,10,2,0,0,1,1,2,5,0,50,0,0,0,0,0,0,0
24,CA,CAL,low,yes,OA_low_sugar,treatment,14,23.5,75,0,11,16,11,5,10,6,0,2,5,5,3,2,1,20,0,0,0,0,0,0,0
25,CA,CAL,high,yes,OA,treatment,14,23.5,44,0,23,10,12,14,14,10,0,3,1,2,2,2,1,10,0,0,0,0,0,0,0
26,CA,RCH,low,yes,OA_low_sugar,treatment,14,23.5,181,0,61,36,44,33,24,28,0,5,4,6,6,7,5,10,0,0,0,0,0,0,0
27,CA,BLB,high,yes,OA,treatment,14,23.5,143,0,43,32,28,38,15,21,0,5,3,6,7,2,4,10,0,0,0,0,0,0,0
28,CA,OAK,high,no,control,treatment,14,23.5,80,0,13,17,14,16,7,15,0,2,3,4,3,2,4,10,0,0,0,0,0,0,0
29,CA,RCH,high,yes,OA,treatment,14,23.5,81,0,32,21,20,14,10,9,0,5,2,4,5,3,5,10,0,0,0,0,0,0,0
30,CA,OAK,low,no,low_sugar,treatment,14,23.5,128,0,27,28,25,14,9,12,0,2,2,4,1,0,2,20,0,0,0,0,0,0,0
31,CA,OAK,low,yes,OA_low_sugar,treatment,14,23.5,233,0,51,61,52,33,38,24,0,4,7,7,5,6,3,10,0,0,0,0,0,0,0
32,CA,BLB,low,no,low_sugar,treatment,14,23.5,111,0,17,13,13,6,8,5,0,0,3,2,0,0,2,20,0,0,0,0,0,0,0
1,CA,BLB,low,yes,OA_low_sugar,treatment,15,23.2,161,0,28,45,43,29,28,28,0,6,7,7,5,5,6,10,0,0,0,0,0,0,0
2,CA,CAL,high,no,control,treatment,15,23.2,27,0,1,6,4,1,3,5,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0
3,CA,OAK,high,yes,OA,treatment,15,23.2,145,0,13,20,26,25,24,24,0,1,3,4,2,1,2,10,0,0,0,0,0,0,0
4,CA,BLB,high,no,control,treatment,15,23.2,57,0,7,7,6,5,5,6,0,1,1,1,1,0,0,10,0,0,0,0,0,0,0
5,CA,RCH,high,yes,OA,treatment,15,23.2,61,0,6,11,18,14,13,12,0,1,3,4,2,1,0,20,0,0,0,0,0,0,0
6,CA,OAK,low,yes,OA_low_sugar,treatment,15,23.2,100,0,43,47,41,47,40,30,0,3,6,4,4,3,5,10,0,0,0,0,0,0,0
7,CA,RCH,high,no,control,treatment,15,23.2,38,0,8,11,2,4,6,7,0,0,0,0,1,0,1,40,0,0,0,0,0,0,0
8,CA,BLB,high,yes,OA,treatment,15,23.2,149,0,12,26,22,35,29,23,0,2,5,6,5,4,4,20,0,0,0,0,0,0,0
9,CA,RCH,high,no,control,treatment,15,23.2,37,0,9,10,14,22,23,23,0,2,3,3,3,0,0,10,0,0,0,0,0,0,0
10,CA,OAK,high,yes,OA,treatment,15,23.2,121,0,17,34,48,31,24,19,0,2,4,6,3,2,3,10,0,0,0,0,0,0,0
11,CA,CAL,low,yes,OA_low_sugar,treatment,15,23.2,74,0,18,35,32,23,19,16,0,1,0,5,4,3,4,30,0,0,0,0,0,0,0
12,CA,RCH,low,no,low_sugar,treatment,15,23.2,34,0,4,20,9,7,6,5,0,0,2,1,1,0,1,60,0,0,0,0,0,0,0
13,CA,BLB,high,no,control,treatment,15,23.2,89,0,3,4,7,9,6,8,0,1,2,2,2,0,1,10,0,0,0,0,0,0,0
14,CA,CAL,low,no,low_sugar,treatment,15,23.2,16,0,0,6,4,4,3,1,0,0,0,0,1,0,0,61,0,0,0,0,0,0,0
15,CA,BLB,low,yes,OA_low_sugar,treatment,15,23.2,120,0,43,71,70,48,35,29,0,7,6,7,7,5,5,10,0,0,0,0,0,0,0
16,CA,CAL,high,no,control,treatment,15,23.2,13,0,1,6,7,4,7,11,0,0,0,2,0,0,1,60,0,0,0,0,0,0,0
17,CA,OAK,low,no,low_sugar,treatment,15,23.2,93,0,12,18,23,23,20,14,0,2,2,3,4,4,3,20,0,0,0,0,0,0,0
18,CA,BLB,low,no,low_sugar,treatment,15,23.2,65,0,9,13,18,16,11,12,0,1,1,3,3,3,2,30,0,0,0,0,0,0,0
19,CA,RCH,low,yes,OA_low_sugar,treatment,15,23.2,153,0,33,35,36,29,26,16,0,5,4,3,5,6,3,10,0,0,0,0,0,0,0
20,CA,CAL,low,no,low_sugar,treatment,15,23.2,13,0,1,0,1,0,6,4,0,1,1,0,0,1,0,20,0,0,0,0,0,0,0
21,CA,OAK,high,no,control,treatment,15,23.2,73,0,22,17,12,8,7,6,0,2,3,4,3,2,2,20,0,0,0,0,0,0,0
22,CA,CAL,high,yes,OA,treatment,15,23.2,50,0,6,8,9,7,7,7,0,0,0,1,4,1,2,40,0,0,0,0,0,0,0
23,CA,RCH,low,no,low_sugar,treatment,15,23.2,26,0,3,2,1,6,3,5,0,0,0,0,1,2,2,50,0,0,0,0,0,0,0
24,CA,CAL,low,yes,OA_low_sugar,treatment,15,23.2,67,0,19,17,14,19,14,10,0,3,3,2,6,2,3,20,0,0,0,0,0,0,0
25,CA,CAL,high,yes,OA,treatment,15,23.2,46,0,4,18,12,9,12,9,0,0,5,3,3,3,3,20,0,0,0,0,0,0,0
26,CA,RCH,low,yes,OA_low_sugar,treatment,15,23.2,167,0,59,43,37,28,30,21,0,4,5,3,4,5,2,10,0,0,0,0,0,0,0
27,CA,BLB,high,yes,OA,treatment,15,23.2,112,0,9,22,21,31,28,40,0,1,3,7,5,7,7,20,0,0,0,0,0,0,0
28,CA,OAK,high,no,control,treatment,15,23.2,59,0,6,9,13,12,9,9,0,2,3,1,2,1,2,10,0,0,0,0,0,0,0
29,CA,RCH,high,yes,OA,treatment,15,23.2,54,0,9,12,18,11,8,5,0,1,1,3,3,4,2,40,0,0,0,0,0,0,0
30,CA,OAK,low,no,low_sugar,treatment,15,23.2,134,0,3,16,15,12,15,11,0,0,0,3,3,6,4,30,0,0,0,0,0,0,0
31,CA,OAK,low,yes,OA_low_sugar,treatment,15,23.2,258,0,44,54,78,64,53,43,0,4,4,3,8,8,5,10,0,0,0,0,0,0,0
32,CA,BLB,low,no,low_sugar,treatment,15,23.2,93,0,6,9,13,8,7,4,0,0,2,2,1,1,0,30,0,0,0,0,0,0,0
1,CA,BLB,low,yes,OA_low_sugar,treward,16,23.0,46,0,96,64,33,26,19,14,0,1,2,3,0,0,1,61,0,15,20,10,10,5,5
2,CA,CAL,high,no,control,treward,16,23.0,21,0,6,26,16,13,9,16,0,0,0,1,0,1,0,50,0,0,10,5,4,3,5
3,CA,OAK,high,yes,OA,treward,16,23.0,120,0,55,82,70,55,55,41,0,0,0,5,4,7,3,30,0,20,20,20,20,15,10
4,CA,BLB,high,no,control,treward,16,23.0,57,0,50,34,49,47,40,30,0,3,2,5,2,2,2,10,0,15,15,15,15,10,5
5,CA,RCH,high,yes,OA,treward,16,23.0,56,0,43,48,45,45,39,37,0,1,1,2,2,1,3,20,0,20,20,15,15,10,10
6,CA,OAK,low,yes,OA_low_sugar,treward,16,23.0,98,0,186,139,121,105,89,55,0,5,4,7,5,7,5,10,0,80,50,40,35,30,10
7,CA,RCH,high,no,control,treward,16,23.0,28,0,16,17,18,18,13,5,0,0,1,1,1,2,0,20,0,4,10,3,3,3,2
8,CA,BLB,high,yes,OA,treward,16,23.0,119,0,45,62,65,59,43,40,0,0,1,0,2,3,0,40,0,20,30,30,30,20,10
9,CA,RCH,high,no,control,treward,16,23.0,34,0,37,40,33,30,28,27,0,2,3,4,3,5,2,10,0,10,15,10,10,10,10
10,CA,OAK,high,yes,OA,treward,16,23.0,138,0,92,88,57,54,50,46,0,3,4,3,4,4,5,10,0,30,25,15,15,15,20
11,CA,CAL,low,yes,OA_low_sugar,treward,16,23.0,83,0,64,118,116,104,93,56,0,0,1,6,4,5,3,20,0,40,50,50,40,30,20
12,CA,RCH,low,no,low_sugar,treward,16,23.0,24,0,43,65,39,41,39,28,0,0,1,0,0,1,0,50,0,20,25,30,25,20,15
13,CA,BLB,high,no,control,treward,16,23.0,93,0,14,77,28,35,37,35,0,0,4,4,1,0,4,20,0,6,30,6,10,10,20
14,CA,CAL,low,no,low_sugar,treward,16,23.0,16,0,3,49,45,48,45,25,0,0,0,0,0,1,0,61,0,1,15,30,30,25,20
15,CA,BLB,low,yes,OA_low_sugar,treward,16,23.0,97,0,165,114,131,104,82,55,0,2,5,7,2,2,5,10,0,70,50,35,30,25,20
16,CA,CAL,high,no,control,treward,16,23.0,5,0,0,1,4,4,4,2,0,0,1,0,0,0,0,61,0,0,0,3,3,3,2
17,CA,OAK,low,no,low_sugar,treward,16,23.0,105,0,74,64,46,41,38,41,0,2,4,4,2,1,1,10,0,30,30,20,20,20,20
18,CA,BLB,low,no,low_sugar,treward,16,23.0,72,0,41,42,45,41,64,28,0,2,2,3,2,3,3,10,0,20,15,15,15,20,10
19,CA,RCH,low,yes,OA_low_sugar,treward,16,23.0,122,0,141,162,105,91,86,55,0,1,0,0,0,5,5,10,0,60,70,30,30,30,20
20,CA,CAL,low,no,low_sugar,treward,16,23.0,16,0,0,2,15,36,44,38,0,0,0,0,0,0,0,61,0,0,1,10,20,20,20
21,CA,OAK,high,no,control,treward,16,23.0,66,0,19,43,51,34,18,25,0,0,4,2,2,2,2,20,0,5,10,15,10,3,5
22,CA,CAL,high,yes,OA,treward,16,23.0,43,0,53,60,39,40,41,43,0,0,0,0,0,1,1,50,0,20,30,20,20,20,25
23,CA,RCH,low,no,low_sugar,treward,16,23.0,40,0,25,73,41,38,37,36,0,0,0,1,0,0,0,61,0,15,30,20,20,20,25
24,CA,CAL,low,yes,OA_low_sugar,treward,16,23.0,54,0,50,99,97,75,59,54,0,0,0,7,2,3,5,30,0,30,60,40,40,30,20
25,CA,CAL,high,yes,OA,treward,16,23.0,57,0,4,35,51,56,52,35,0,0,1,3,2,3,2,30,0,0,15,30,30,20,20
26,CA,RCH,low,yes,OA_low_sugar,treward,16,23.0,117,0,23,105,129,134,129,115,0,0,0,5,3,6,5,40,0,0,50,60,60,50,40
27,CA,BLB,high,yes,OA,treward,16,23.0,111,0,8,86,67,59,53,41,0,0,0,0,0,5,4,50,0,0,20,20,20,20,20
28,CA,OAK,high,no,control,treward,16,23.0,68,0,15,50,51,48,44,33,0,0,0,0,0,6,5,50,0,0,15,10,10,10,5
29,CA,RCH,high,yes,OA,treward,16,23.0,54,0,5,47,64,55,45,37,0,0,1,0,0,4,2,50,0,0,20,20,20,20,15
30,CA,OAK,low,no,low_sugar,treward,16,23.0,130,0,11,95,115,91,69,83,0,0,1,2,2,4,4,20,0,1,30,40,30,20,20
31,CA,OAK,low,yes,OA_low_sugar,treward,16,23.0,160,0,42,151,153,149,138,116,0,5,7,7,5,6,8,10,0,20,60,60,60,50,40
32,CA,BLB,low,no,low_sugar,treward,16,23.0,69,0,2,35,81,75,54,49,0,0,0,2,0,1,2,30,0,0,20,40,40,30,30
1,CA,BLB,low,yes,OA_low_sugar,treward,17,23.5,77,0,35,51,52,43,33,26,0,0,1,4,3,3,4,20,0,10,10,15,10,10,10
2,CA,CAL,high,no,control,treward,17,23.5,37,0,9,21,14,12,8,8,0,0,0,1,2,1,0,40,0,2,5,5,5,3,5
3,CA,OAK,high,yes,OA,treward,17,23.5,147,0,69,70,42,39,41,27,0,5,3,5,4,6,3,10,0,20,30,20,15,15,10
4,CA,BLB,high,no,control,treward,17,23.5,63,0,37,34,26,23,25,11,0,1,4,3,4,4,0,20,0,10,10,5,5,10,2
5,CA,RCH,high,yes,OA,treward,17,23.5,73,0,54,35,36,30,20,23,0,1,1,0,1,2,3,10,0,20,10,20,10,10,10
6,CA,OAK,low,yes,OA_low_sugar,treward,17,23.5,133,0,115,88,81,75,62,65,0,3,5,4,5,3,5,10,0,40,40,50,40,30,10
7,CA,RCH,high,no,control,treward,17,23.5,42,0,6,20,7,5,7,7,0,0,0,1,0,1,0,30,0,2,10,3,3,3,2
8,CA,BLB,high,yes,OA,treward,17,23.5,137,0,99,40,53,40,24,23,0,2,1,4,1,1,1,10,0,25,10,20,15,10,10
9,CA,RCH,high,no,control,treward,17,23.5,59,0,24,35,37,28,28,19,0,0,1,3,1,2,2,20,0,5,15,5,10,5,5
10,CA,OAK,high,yes,OA,treward,17,23.5,175,0,32,109,87,70,76,52,0,0,0,5,5,1,1,50,0,10,20,15,10,20,10
11,CA,CAL,low,yes,OA_low_sugar,treward,17,23.5,81,0,98,88,112,87,75,45,0,2,3,6,4,4,3,10,0,30,50,50,35,30,20
12,CA,RCH,low,no,low_sugar,treward,17,23.5,39,0,33,34,24,17,19,10,0,1,1,1,1,2,1,10,0,10,15,15,10,5,5
13,CA,BLB,high,no,control,treward,17,23.5,98,0,24,48,31,30,21,27,0,0,1,1,3,2,3,30,0,10,10,15,10,6,5
14,CA,CAL,low,no,low_sugar,treward,17,23.5,32,0,2,16,24,14,14,14,0,0,0,2,0,1,2,30,0,2,10,15,10,5,10
15,CA,BLB,low,yes,OA_low_sugar,treward,17,23.5,97,0,69,118,95,84,84,77,0,1,3,3,3,5,2,10,0,30,40,40,40,40,30
16,CA,CAL,high,no,control,treward,17,23.5,11,0,7,13,6,5,4,9,0,0,0,1,0,0,0,61,0,2,3,2,2,4,3
17,CA,OAK,low,no,low_sugar,treward,17,23.5,103,0,47,35,75,35,35,24,0,3,1,4,1,1,1,10,0,15,10,20,15,15,10
18,CA,BLB,low,no,low_sugar,treward,17,23.5,65,0,52,35,36,27,23,23,0,2,1,3,1,2,1,10,0,15,10,10,10,10,8
19,CA,RCH,low,yes,OA_low_sugar,treward,17,23.5,117,0,123,63,73,64,78,48,0,2,1,3,1,2,3,10,0,40,30,40,40,25,20
20,CA,CAL,low,no,low_sugar,treward,17,23.5,11,0,6,13,20,24,18,17,0,0,0,0,0,1,0,50,0,2,10,15,20,10,10
21,CA,OAK,high,no,control,treward,17,23.5,56,0,44,54,35,18,16,14,0,1,0,1,2,0,0,10,0,10,10,10,2,3,2
22,CA,CAL,high,yes,OA,treward,17,23.5,36,0,59,54,36,34,32,30,0,1,1,0,0,0,0,10,0,30,30,15,20,15,15
23,CA,RCH,low,no,low_sugar,treward,17,23.5,30,0,41,29,26,20,23,21,0,0,0,0,0,1,1,50,0,15,20,15,15,10,15
24,CA,CAL,low,yes,OA_low_sugar,treward,17,23.5,45,0,79,87,91,80,66,68,0,0,1,2,1,3,4,20,0,50,40,50,40,50,40
25,CA,CAL,high,yes,OA,treward,17,23.5,60,0,5,24,46,42,23,26,0,0,2,3,1,1,1,20,0,3,10,20,15,10,15
26,CA,RCH,low,yes,OA_low_sugar,treward,17,23.5,118,0,152,121,98,66,116,80,0,2,2,5,3,3,2,10,0,60,50,40,60,50,40
27,CA,BLB,high,yes,OA,treward,17,23.5,105,0,18,30,42,37,45,33,0,0,0,2,0,3,3,30,0,5,10,15,15,20,15
28,CA,OAK,high,no,control,treward,17,23.5,85,0,9,22,31,31,28,16,0,0,0,1,3,4,2,30,0,0,5,5,5,5,5
29,CA,RCH,high,yes,OA,treward,17,23.5,66,0,40,35,34,28,23,18,0,0,0,0,2,2,0,40,0,15,15,20,15,10,10
30,CA,OAK,low,no,low_sugar,treward,17,23.5,127,0,43,55,72,48,58,44,0,1,0,1,2,4,2,10,0,20,25,30,15,20,15
31,CA,OAK,low,yes,OA_low_sugar,treward,17,23.5,153,0,110,95,75,76,115,77,0,1,1,2,3,6,5,20,0,35,40,40,40,50,40
32,CA,BLB,low,no,low_sugar,treward,17,23.5,81,0,35,33,34,43,26,19,0,1,0,1,1,2,4,10,0,10,10,10,10,15,10
1,CA,BLB,low,yes,OA_low_sugar,treward,18,23,78,0,50,48,43,36,28,20,0,0,1,3,2,2,2,40,0,10,10,20,10,10,10
2,CA,CAL,high,no,control,treward,18,23,38,0,8,19,18,14,10,10,0,0,0,1,1,1,0,40,0,0,10,10,10,0,0
3,CA,OAK,high,yes,OA,treward,18,23,144,0,60,65,53,46,44,32,0,2,2,4,3,5,3,20,0,20,20,20,20,10,10
4,CA,BLB,high,no,control,treward,18,23,64,0,38,34,36,31,26,18,0,2,2,3,2,2,2,20,0,10,10,10,10,10,0
5,CA,RCH,high,yes,OA,treward,18,23,62,0,40,38,38,34,26,25,0,0,1,1,1,1,2,30,0,20,20,20,20,10,10
6,CA,OAK,low,yes,OA_low_sugar,treward,18,23,99,0,122,96,84,72,60,51,0,3,3,4,3,3,4,10,0,50,40,40,40,30,20
7,CA,RCH,high,no,control,treward,18,23,36,0,10,16,15,13,10,9,0,0,0,1,0,2,1,40,0,0,10,0,0,0,0
8,CA,BLB,high,yes,OA,treward,18,23,129,0,60,48,49,43,33,29,0,1,1,2,1,2,1,40,0,20,20,20,20,20,10
9,CA,RCH,high,no,control,treward,18,23,54,0,32,33,28,24,22,17,0,0,1,2,1,2,2,30,0,10,10,10,10,10,10
10,CA,OAK,high,yes,OA,treward,18,23,149,0,72,80,59,55,56,46,0,1,2,3,3,3,3,30,0,20,20,10,10,20,20
11,CA,CAL,low,yes,OA_low_sugar,treward,18,23,71,0,74,84,87,78,72,48,0,0,1,3,2,2,2,30,0,40,40,40,40,40,20
12,CA,RCH,low,no,low_sugar,treward,18,23,37,0,34,37,26,24,23,16,0,0,0,1,0,2,1,30,0,20,20,20,10,10,10
13,CA,BLB,high,no,control,treward,18,23,96,0,23,48,36,32,27,27,0,0,1,2,1,2,3,40,0,10,20,10,10,10,10
14,CA,CAL,low,no,low_sugar,treward,18,23,26,0,9,28,26,24,20,15,0,0,0,1,0,1,1,50,0,0,10,20,20,10,10
15,CA,BLB,low,yes,OA_low_sugar,treward,18,23,102,0,89,85,79,67,58,48,0,1,2,4,2,3,2,20,0,40,30,30,30,20,20
16,CA,CAL,high,no,control,treward,18,23,12,0,3,6,6,6,5,5,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0
17,CA,OAK,low,no,low_sugar,treward,18,23,105,0,51,44,46,34,30,26,0,2,2,2,1,1,1,10,0,20,20,20,10,10,10
18,CA,BLB,low,no,low_sugar,treward,18,23,72,0,48,42,40,35,38,24,0,2,1,3,1,3,2,20,0,20,10,10,10,10,10
19,CA,RCH,low,yes,OA_low_sugar,treward,18,23,122,0,99,84,68,61,60,40,0,2,1,2,1,3,2,20,0,40,40,30,30,20,20
20,CA,CAL,low,no,low_sugar,treward,18,23,16,0,2,9,19,24,22,19,0,0,0,0,0,0,0,60,0,0,10,10,20,10,10
21,CA,OAK,high,no,control,treward,18,23,66,0,31,38,35,24,18,17,0,1,1,1,1,1,1,30,0,10,10,10,10,0,10
22,CA,CAL,high,yes,OA,treward,18,23,43,0,51,51,36,34,33,29,0,0,0,1,0,1,1,30,0,20,30,20,20,20,20
23,CA,RCH,low,no,low_sugar,treward,18,23,40,0,34,43,31,25,22,21,0,0,0,1,1,1,1,40,0,20,20,20,10,10,10
24,CA,CAL,low,yes,OA_low_sugar,treward,18,23,54,0,59,67,61,54,47,46,0,0,0,3,1,2,3,40,0,40,40,30,30,30,20
25,CA,CAL,high,yes,OA,treward,18,23,67,0,16,29,38,39,32,26,0,0,1,2,1,1,1,30,0,10,10,20,20,10,20
26,CA,RCH,low,yes,OA_low_sugar,treward,18,23,123,0,84,91,84,75,86,69,0,2,1,3,2,3,2,20,0,30,40,40,40,40,30
27,CA,BLB,high,yes,OA,treward,18,23,102,0,39,56,44,40,40,34,0,1,0,2,0,3,2,30,0,10,20,20,20,20,20
28,CA,OAK,high,no,control,treward,18,23,73,0,24,36,38,34,27,22,0,1,0,2,1,4,3,30,0,0,10,10,10,10,0
29,CA,RCH,high,yes,OA,treward,18,23,62,0,36,40,36,32,28,24,0,0,0,1,0,2,2,50,0,10,20,20,10,10,10
30,CA,OAK,low,no,low_sugar,treward,18,23,149,0,54,70,72,58,52,48,0,2,1,2,2,3,3,20,0,10,20,20,20,20,10
31,CA,OAK,low,yes,OA_low_sugar,treward,18,23,157,0,69,91,87,83,90,69,0,2,2,3,2,5,4,20,0,30,40,40,40,40,30
32,CA,BLB,low,no,low_sugar,treward,18,23,92,0,34,36,43,42,31,26,0,1,0,1,0,2,3,30,0,10,10,20,20,20,10
1,CA,BLB,low,yes,OA_low_sugar,treward,19,22.8,99,0,12,24,39,39,35,21,0,1,1,3,2,2,3,10,0,10,15,20,15,10,10
2,CA,CAL,high,no,control,treward,19,22.8,56,0,7,17,31,22,16,9,0,0,0,1,0,2,1,30,0,2,5,5,5,2,2
