subcolony,region,site,sugar,octopamine,treatment,phase,day,temperature,initial_for,n_0,n_10,n_20,n_30,n_40,n_50,n_60,cov_0,cov_10,cov_20,cov_30,cov_40,cov_50,cov_60,time_top,sug_0,sug_10,sug_20,sug_30,sug_40,sug_50,sug_60
18,AR,ROS,high,no,control,treatment,12,23.8,70,0,13,12,11,17,10,4,0,1,4,2,4,4,1,61,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,12,23.8,49,0,11,27,19,19,15,7,0,4,5,6,6,4,3,20,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,12,23.8,31,0,12,24,17,22,31,12,0,3,3,2,7,4,4,20,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,12,23.8,84,0,29,30,21,32,24,24,0,5,6,7,7,5,8,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,12,23.8,45,0,1,8,8,9,8,3,0,0,0,1,2,1,0,40,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,12,23.8,112,0,35,43,36,38,35,19,0,4,6,8,10,8,5,10,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,12,23.8,15,0,3,5,4,4,2,3,0,1,1,0,1,2,0,20,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,12,23.8,110,0,20,41,39,22,25,24,0,5,7,7,7,6,7,10,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,12,23.8,31,0,6,6,3,6,4,5,0,0,1,2,1,1,2,20,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,12,23.8,58,0,42,39,36,24,32,19,0,7,8,7,7,7,4,20,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,12,23.8,77,0,6,6,18,9,12,18,0,1,3,4,2,4,2,20,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,12,23.8,105,0,21,45,44,27,32,26,0,5,8,8,7,9,9,30,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,12,23.8,43,0,13,26,28,16,21,26,0,4,4,4,4,7,7,10,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,12,23.8,82,0,43,58,55,38,38,26,0,7,8,8,10,9,4,10,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,12,23.8,137,0,13,16,18,17,18,12,0,2,1,4,3,5,4,30,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,13,23.1,62,0,12,23,14,7,13,12,0,1,3,2,3,4,3,60,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,13,23.1,151,0,19,24,20,20,13,9,0,2,5,8,7,5,2,30,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,13,23.1,59,0,3,9,12,16,7,3,0,2,3,5,4,2,1,10,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,13,23.1,20,0,1,6,3,11,4,5,0,0,2,1,3,1,2,30,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,13,23.1,45,0,1,4,4,5,1,5,0,1,2,1,1,0,1,20,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,13,23.1,162,0,8,18,27,16,21,21,0,4,4,7,2,6,4,10,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,13,23.1,55,0,15,20,18,15,15,15,0,4,6,5,5,5,5,10,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,13,23.1,89,0,12,14,26,19,13,18,0,2,4,8,6,4,8,30,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,13,23.1,70,0,3,11,11,10,9,7,0,0,4,4,2,4,2,20,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,13,23.1,60,0,11,16,20,23,12,19,0,2,3,4,6,4,4,10,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,13,23.1,41,0,1,2,11,4,4,4,0,1,0,1,1,2,2,30,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,13,23.1,137,0,13,13,22,23,14,8,0,2,4,6,7,6,2,30,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,13,23.1,144,0,23,30,22,23,16,19,0,3,5,4,5,5,3,20,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,13,23.1,98,0,15,24,21,17,12,14,0,2,7,5,5,4,2,10,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,13,23.1,49,0,10,9,12,10,8,9,0,1,2,5,4,4,4,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,13,23.1,90,0,25,36,25,26,22,16,0,2,6,5,5,5,5,10,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,13,23.1,75,0,10,14,15,9,3,11,0,3,4,2,0,2,5,20,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,13,23.1,82,0,1,5,3,5,15,6,0,0,1,0,1,2,2,50,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,13,23.1,63,0,7,14,9,6,10,11,0,2,6,3,2,3,5,20,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,13,23.1,43,0,4,22,23,18,24,13,0,0,4,4,2,6,3,30,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,13,23.1,116,0,29,42,40,30,33,23,0,7,9,6,6,8,7,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,13,23.1,52,0,0,7,6,5,1,5,0,0,1,1,2,0,1,30,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,13,23.1,97,0,15,27,21,21,24,20,0,2,4,4,5,7,6,30,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,13,23.1,28,0,0,4,3,4,2,1,0,0,1,0,1,1,0,20,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,13,23.1,128,0,13,32,23,13,15,14,0,4,4,6,3,4,5,20,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,13,23.1,39,0,4,14,7,4,4,8,0,2,1,2,1,2,1,20,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,13,23.1,75,0,49,41,39,43,35,30,0,6,6,7,9,8,9,20,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,13,23.1,90,0,9,9,8,5,10,12,0,3,2,2,2,3,5,10,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,13,23.1,77,0,13,25,30,23,24,18,0,3,6,7,6,10,5,20,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,13,23.1,58,0,11,14,20,23,17,19,0,3,3,3,7,2,3,10,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,13,23.1,85,0,22,27,36,19,12,18,0,6,7,8,6,5,5,20,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,13,23.1,180,0,2,12,8,14,11,8,0,1,2,1,4,3,2,61,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,14,23.5,71,0,15,25,37,20,24,15,0,3,2,8,4,7,4,10,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,14,23.5,114,0,7,14,11,17,7,12,0,2,4,4,5,2,5,20,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,14,23.5,58,0,3,1,1,4,1,2,0,1,0,1,1,0,1,61,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,14,23.5,28,0,10,4,5,7,11,2,0,0,0,0,5,5,2,40,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,14,23.5,36,0,3,6,4,7,6,2,0,2,1,2,2,3,1,10,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,14,23.5,142,0,8,16,15,19,11,8,0,3,3,1,7,3,3,10,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,14,23.5,98,0,15,27,20,27,18,18,0,4,7,6,8,8,7,20,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,14,23.5,81,0,22,30,26,37,33,37,0,3,8,8,5,8,8,40,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,14,23.5,53,0,4,13,13,7,3,3,0,2,3,5,2,2,2,20,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,14,23.5,63,0,21,30,29,20,32,16,0,4,8,8,6,9,8,20,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,14,23.5,45,0,3,4,7,0,3,0,0,0,1,2,0,1,0,20,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,14,23.5,125,0,11,21,13,12,22,11,0,1,6,4,5,8,5,20,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,14,23.5,153,0,30,53,54,40,33,41,0,6,9,11,9,9,8,10,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,14,23.5,86,0,19,24,30,21,19,21,0,6,6,7,7,4,8,10,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,14,23.5,65,0,10,22,28,24,20,13,0,1,4,4,9,4,5,20,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,14,23.5,112,0,15,11,21,17,11,18,0,4,5,7,3,4,2,20,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,14,23.5,57,0,11,26,39,19,13,13,0,1,5,7,5,5,4,20,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,14,23.5,101,0,3,20,24,12,14,21,0,0,6,3,1,5,7,20,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,14,23.5,67,0,15,19,37,17,36,19,0,6,7,7,5,9,3,20,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,14,23.5,35,0,4,8,14,6,13,21,0,0,1,2,2,3,2,30,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,14,23.5,123,0,40,58,43,54,38,32,0,6,7,9,5,5,8,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,14,23.5,61,0,1,3,5,4,5,4,0,0,1,2,1,2,1,20,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,14,23.5,120,0,40,49,62,78,53,37,0,7,6,9,11,9,5,10,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,14,23.5,16,0,5,4,6,3,4,2,0,1,1,1,1,1,0,10,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,14,23.5,143,0,39,50,39,48,25,26,0,6,10,8,10,9,8,10,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,14,23.5,40,0,14,29,13,5,6,7,0,1,5,2,2,2,3,10,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,14,23.5,79,0,44,46,47,46,48,32,0,6,8,11,10,9,8,10,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,14,23.5,90,0,9,11,13,13,12,12,0,2,1,4,3,4,2,10,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,14,23.5,127,0,40,48,55,32,23,26,0,7,7,11,8,6,7,20,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,14,23.5,48,0,9,33,27,32,37,45,0,3,6,5,5,7,8,20,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,14,23.5,80,0,36,38,30,17,19,16,0,6,10,6,6,7,5,10,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,14,23.5,118,0,7,5,9,4,8,9,0,1,1,1,0,1,4,20,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treatment,15,23.8,57,0,16,11,22,23,15,18,0,4,3,3,5,2,2,20,0,0,0,0,0,0,0
2,AR,VLO,high,yes,OA,treatment,15,23.8,154,0,12,5,26,22,17,15,0,3,2,9,6,4,6,30,0,0,0,0,0,0,0
3,AR,VLO,low,no,low_sugar,treatment,15,23.8,48,0,1,7,12,15,7,6,0,0,2,5,3,2,1,30,0,0,0,0,0,0,0
4,AR,UBA,high,yes,OA,treatment,15,23.8,36,0,2,6,8,6,13,9,0,1,1,3,1,4,4,61,0,0,0,0,0,0,0
5,AR,UBA,low,no,low_sugar,treatment,15,23.8,30,0,5,3,5,8,7,6,0,1,1,1,3,1,1,10,0,0,0,0,0,0,0
6,AR,ROS,high,yes,OA,treatment,15,23.8,155,0,8,20,16,21,20,21,0,2,4,5,7,5,5,30,0,0,0,0,0,0,0
7,AR,ROS,low,no,low_sugar,treatment,15,23.8,67,0,6,16,16,17,15,8,0,4,5,4,2,6,3,10,0,0,0,0,0,0,0
8,AR,OTA,high,yes,OA,treatment,15,23.8,112,0,29,36,28,35,38,26,0,7,10,8,8,10,8,20,0,0,0,0,0,0,0
9,AR,ROS,low,no,low_sugar,treatment,15,23.8,35,0,1,5,10,6,8,9,0,0,1,3,3,2,1,30,0,0,0,0,0,0,0
10,AR,OTA,high,yes,OA,treatment,15,23.8,85,0,26,27,13,27,26,24,0,4,7,4,7,7,8,60,0,0,0,0,0,0,0
11,AR,UBA,low,no,low_sugar,treatment,15,23.8,38,0,4,6,6,10,2,6,0,2,3,1,2,1,1,10,0,0,0,0,0,0,0
12,AR,ROS,high,yes,OA,treatment,15,23.8,122,0,11,39,25,22,16,12,0,2,9,6,6,4,6,20,0,0,0,0,0,0,0
13,AR,VLO,low,no,low_sugar,treatment,15,23.8,145,0,21,28,36,21,17,13,0,2,5,9,8,4,4,10,0,0,0,0,0,0,0
14,AR,UBA,high,yes,OA,treatment,15,23.8,94,0,43,48,47,27,22,20,0,7,8,10,6,4,6,20,0,0,0,0,0,0,0
15,AR,OTA,low,no,low_sugar,treatment,15,23.8,63,0,10,30,31,21,11,15,0,3,7,5,7,4,6,10,0,0,0,0,0,0,0
16,AR,VLO,high,yes,OA,treatment,15,23.8,141,0,14,28,40,23,11,17,0,3,7,7,6,4,6,20,0,0,0,0,0,0,0
17,AR,UBA,low,yes,OA_low_sugar,treatment,15,23.8,55,0,12,21,19,31,11,9,0,3,4,4,7,5,5,20,0,0,0,0,0,0,0
18,AR,ROS,high,no,control,treatment,15,23.8,66,0,1,7,12,8,11,5,0,0,4,4,5,3,2,20,0,0,0,0,0,0,0
19,AR,ROS,low,yes,OA_low_sugar,treatment,15,23.8,54,0,17,23,29,23,21,21,0,2,7,8,6,8,9,10,0,0,0,0,0,0,0
20,AR,OTA,high,no,control,treatment,15,23.8,39,0,4,6,10,18,19,24,0,1,1,1,4,4,2,10,0,0,0,0,0,0,0
21,AR,OTA,low,yes,OA_low_sugar,treatment,15,23.8,116,0,44,43,26,37,24,28,0,6,8,5,7,8,7,10,0,0,0,0,0,0,0
22,AR,VLO,high,no,control,treatment,15,23.8,73,0,1,7,8,9,12,15,0,1,1,1,0,1,3,20,0,0,0,0,0,0,0
23,AR,VLO,low,yes,OA_low_sugar,treatment,15,23.8,125,0,17,41,33,29,28,23,0,1,4,8,8,6,5,20,0,0,0,0,0,0,0
24,AR,UBA,high,no,control,treatment,15,23.8,29,0,0,4,2,2,4,3,0,0,1,0,0,0,0,61,0,0,0,0,0,0,0
25,AR,VLO,low,yes,OA_low_sugar,treatment,15,23.8,147,0,10,36,47,21,14,18,0,1,9,7,5,2,6,20,0,0,0,0,0,0,0
26,AR,UBA,high,no,control,treatment,15,23.8,20,0,6,15,9,8,4,8,0,1,2,2,4,0,2,30,0,0,0,0,0,0,0
27,AR,OTA,low,yes,OA_low_sugar,treatment,15,23.8,74,0,23,28,38,18,16,21,0,4,7,7,5,5,4,10,0,0,0,0,0,0,0
28,AR,VLO,high,no,control,treatment,15,23.8,104,0,4,7,15,9,7,15,0,0,0,3,1,2,4,50,0,0,0,0,0,0,0
29,AR,ROS,low,yes,OA_low_sugar,treatment,15,23.8,78,0,25,31,34,26,23,16,0,7,9,9,5,8,7,10,0,0,0,0,0,0,0
30,AR,OTA,high,no,control,treatment,15,23.8,55,0,17,25,35,34,30,25,0,4,3,4,4,4,6,10,0,0,0,0,0,0,0
31,AR,UBA,low,yes,OA_low_sugar,treatment,15,23.8,93,0,32,40,34,29,26,20,0,7,10,7,9,7,7,10,0,0,0,0,0,0,0
32,AR,ROS,high,no,control,treatment,15,23.8,135,0,2,14,15,11,6,7,0,0,2,2,6,2,3,30,0,0,0,0,0,0,0
1,AR,OTA,low,no,low_sugar,treward,16,23.6,53,0,4,89,149,120,58,50,0,0,3,3,4,4,3,20,0,1,40,60,50,20,10
2,AR,VLO,high,yes,OA,treward,16,23.6,139,0,34,76,80,76,52,66,0,0,0,4,4,3,5,30,0,20,30,30,30,20,20
3,AR,VLO,low,no,low_sugar,treward,16,23.6,47,0,3,65,170,123,61,72,0,0,0,0,2,4,5,50,0,2,50,70,40,30,30
4,AR,UBA,high,yes,OA,treward,16,23.6,38,0,14,69,139,45,70,39,0,0,1,1,3,4,2,20,0,7,43,50,30,40,15
5,AR,UBA,low,no,low_sugar,treward,16,23.6,24,0,2,42,104,85,50,54,0,0,0,0,3,0,2,40,0,0,10,40,30,20,30
6,AR,ROS,high,yes,OA,treward,16,23.6,127,0,5,53,76,32,42,28,0,0,2,0,2,4,5,20,0,2,20,30,15,20,10
7,AR,ROS,low,no,low_sugar,treward,16,23.6,62,0,4,86,112,56,41,44,0,0,0,0,3,2,5,40,0,0,50,60,10,10,5
8,AR,OTA,high,yes,OA,treward,16,23.6,82,0,94,124,112,70,57,96,0,1,7,7,7,7,6,20,0,30,20,30,25,25,40
9,AR,ROS,low,no,low_sugar,treward,16,23.6,34,0,4,52,69,82,58,73,0,1,0,0,2,1,3,50,0,2,30,30,30,30,40
10,AR,OTA,high,yes,OA,treward,16,23.6,79,0,44,96,91,92,76,89,0,0,6,7,7,7,9,20,0,20,30,20,30,40,40
11,AR,UBA,low,no,low_sugar,treward,16,23.6,26,0,29,82,107,80,47,31,0,0,0,4,6,2,5,40,0,2,30,40,20,10,10
12,AR,ROS,high,yes,OA,treward,16,23.6,103,0,15,41,63,82,60,48,0,2,0,3,5,1,1,30,0,8,30,30,40,30,30
13,AR,VLO,low,no,low_sugar,treward,16,23.6,145,0,47,87,94,104,92,90,0,0,0,2,4,5,10,30,0,25,40,40,30,20,20
14,AR,UBA,high,yes,OA,treward,16,23.6,82,0,60,111,106,86,49,59,0,1,4,3,4,6,5,20,0,38,60,50,40,20,10
15,AR,OTA,low,no,low_sugar,treward,16,23.6,79,0,41,97,91,86,67,48,0,0,3,1,4,5,6,20,0,25,40,40,30,15,10
16,AR,VLO,high,yes,OA,treward,16,23.6,126,0,50,163,112,87,61,39,0,1,3,2,3,3,0,20,0,20,40,40,30,20,15
17,AR,UBA,low,yes,OA_low_sugar,treward,16,23.6,53,0,63,73,113,127,87,43,0,1,1,0,2,4,3,20,0,30,40,50,60,20,10
18,AR,ROS,high,no,control,treward,16,23.6,87,0,17,31,34,28,22,18,0,1,2,0,2,2,2,40,0,5,10,15,5,5,5
19,AR,ROS,low,yes,OA_low_sugar,treward,16,23.6,62,0,21,71,133,110,96,46,0,0,0,1,1,4,7,40,0,7,50,70,50,40,10
20,AR,OTA,high,no,control,treward,16,23.6,60,0,12,55,63,51,32,40,0,0,2,1,4,1,4,40,0,5,20,15,15,10,5
21,AR,OTA,low,yes,OA_low_sugar,treward,16,23.6,81,0,48,103,130,129,74,46,0,0,3,5,7,6,7,20,0,30,50,60,50,20,10
22,AR,VLO,high,no,control,treward,16,23.6,63,0,34,34,50,43,29,33,0,1,1,2,1,0,1,10,0,20,17,25,15,10,10
23,AR,VLO,low,yes,OA_low_sugar,treward,16,23.6,104,0,75,101,115,96,85,71,0,0,0,2,2,5,10,30,0,30,50,50,50,20,15
24,AR,UBA,high,no,control,treward,16,23.6,18,0,1,16,17,29,27,19,0,1,0,1,0,0,2,30,0,0,7,10,10,10,3
25,AR,VLO,low,yes,OA_low_sugar,treward,16,23.6,134,0,39,95,122,119,64,69,0,0,0,2,4,7,8,40,0,20,50,60,70,20,15
26,AR,UBA,high,no,control,treward,16,23.6,8,0,0,17,28,36,33,20,0,0,0,0,0,2,1,50,0,0,7,17,15,10,8
27,AR,OTA,low,yes,OA_low_sugar,treward,16,23.6,61,0,62,104,158,94,71,58,0,0,1,5,6,8,9,30,0,40,60,80,20,15,10
28,AR,VLO,high,no,control,treward,16,23.6,100,0,6,40,35,36,38,39,0,0,2,1,0,1,1,20,0,2,20,15,15,15,15
29,AR,ROS,low,yes,OA_low_sugar,treward,16,23.6,79,0,84,109,116,102,70,56,0,1,0,6,6,7,9,30,0,40,70,60,40,10,8
30,AR,OTA,high,no,control,treward,16,23.6,59,0,19,79,53,54,51,28,0,1,4,4,4,7,5,20,0,10,25,25,20,15,10
31,AR,UBA,low,yes,OA_low_sugar,treward,16,23.6,79,0,80,119,156,101,79,56,0,0,3,3,5,7,5,20,0,30,60,70,40,20,10
32,AR,ROS,high,no,control,treward,16,23.6,127,0,40,37,23,35,18,22,0,2,0,3,5,2,4,40,0,15,10,7,15,5,5
1,AR,OTA,low,no,low_sugar,treward,17,23.0,53,0,37,99,77,95,46,28,0,0,2,1,4,4,2,40,0,20,50,40,50,20,15
2,AR,VLO,high,yes,OA,treward,17,23.0,147,0,10,70,56,53,49,42,0,0,2,0,2,3,0,20,0,5,30,30,20,20,20
3,AR,VLO,low,no,low_sugar,treward,17,23.0,72,0,16,32,62,31,48,37,0,0,0,1,1,2,2,30,0,10,20,30,20,30,20
4,AR,UBA,high,yes,OA,treward,17,23.0,32,0,29,19,36,23,16,17,0,0,0,0,1,1,3,61,0,5,10,20,15,10,10
5,AR,UBA,low,no,low_sugar,treward,17,23.0,35,0,9,84,77,71,49,42,0,0,0,1,1,1,2,50,0,2,40,30,40,30,30
6,AR,ROS,high,yes,OA,treward,17,23.0,97,0,15,42,50,38,18,21,0,0,3,4,2,2,1,30,0,10,20,30,20,10,10
7,AR,ROS,low,no,low_sugar,treward,17,23.0,55,0,11,32,52,52,49,47,0,0,0,0,1,0,2,61,0,7,20,40,30,30,30
8,AR,OTA,high,yes,OA,treward,17,23.0,113,0,61,72,78,64,40,49,0,3,3,5,7,7,3,10,0,20,30,40,30,20,30
9,AR,ROS,low,no,low_sugar,treward,17,23.0,40,0,27,37,42,41,31,27,0,0,0,0,0,1,1,61,0,10,20,30,30,20,20
10,AR,OTA,high,yes,OA,treward,17,23.0,79,0,41,94,63,42,52,36,0,0,2,5,3,4,2,20,0,20,30,20,20,20,20
11,AR,UBA,low,no,low_sugar,treward,17,23.0,28,0,19,70,74,82,59,19,0,0,0,2,1,2,1,40,0,10,40,40,40,30,10
12,AR,ROS,high,yes,OA,treward,17,23.0,95,0,22,42,51,41,35,32,0,1,2,3,1,2,4,20,0,10,20,20,20,20,20
13,AR,VLO,low,no,low_sugar,treward,17,23.0,140,0,80,81,74,73,48,67,0,0,0,4,4,1,3,30,0,30,40,40,40,30,40
14,AR,UBA,high,yes,OA,treward,17,23.0,79,0,93,117,128,96,43,39,0,2,0,5,5,4,6,30,0,30,50,60,40,20,10
15,AR,OTA,low,no,low_sugar,treward,17,23.0,73,0,53,69,73,61,64,47,0,0,3,1,1,3,6,20,0,30,40,50,40,40,30
16,AR,VLO,high,yes,OA,treward,17,23.0,136,0,74,61,61,30,30,32,0,0,1,3,3,1,3,30,0,30,20,30,20,20,10
17,AR,UBA,low,yes,OA_low_sugar,treward,17,23.0,32,0,32,50,64,71,61,61,0,0,1,0,2,1,2,20,0,20,30,30,40,30,30
18,AR,ROS,high,no,control,treward,17,23.0,57,0,4,21,19,28,16,9,0,1,0,0,0,2,1,61,0,2,10,10,15,10,3
19,AR,ROS,low,yes,OA_low_sugar,treward,17,23.0,27,0,37,59,66,44,35,41,0,0,0,1,1,3,1,40,0,20,25,30,30,20,25
20,AR,OTA,high,no,control,treward,17,23.0,43,0,2,15,26,36,31,40,0,0,0,2,1,4,5,60,0,1,8,10,15,10,10
21,AR,OTA,low,yes,OA_low_sugar,treward,17,23.0,65,0,33,69,79,47,68,56,0,0,0,2,2,4,1,50,0,20,30,40,30,40,35
22,AR,VLO,high,no,control,treward,17,23.0,46,0,6,30,32,17,31,18,0,0,0,2,2,3,2,60,0,2,15,15,7,10,8
23,AR,VLO,low,yes,OA_low_sugar,treward,17,23.0,66,0,76,73,87,59,56,39,0,0,0,1,3,3,5,30,0,30,30,40,30,30,15
24,AR,UBA,high,no,control,treward,17,23.0,16,0,0,4,17,16,18,15,0,0,0,0,1,0,2,60,0,0,1,10,10,10,10
25,AR,VLO,low,yes,OA_low_sugar,treward,17,23.0,72,0,56,60,73,61,70,43,0,0,1,3,4,4,2,20,0,30,30,40,40,40,15
26,AR,UBA,high,no,control,treward,17,23.0,16,0,4,10,6,13,16,11,0,0,0,0,1,1,1,40,0,2,7,4,6,10,7
27,AR,OTA,low,yes,OA_low_sugar,treward,17,23.0,56,0,67,76,97,76,45,43,0,1,1,3,3,3,6,30,0,40,40,40,30,20,15
28,AR,VLO,high,no,control,treward,17,23.0,77,0,15,51,40,27,22,30,0,0,1,3,3,0,1,30,0,6,20,20,10,10,20
29,AR,ROS,low,yes,OA_low_sugar,treward,17,23.0,66,0,25,73,71,57,57,56,0,0,0,3,0,0,0,61,0,10,30,40,30,40,20
30,AR,OTA,high,no,control,treward,17,23.0,82,0,19,34,32,45,32,39,0,0,3,7,6,3,5,30,0,5,10,10,10,10,10
31,AR,UBA,low,yes,OA_low_sugar,treward,17,23.0,60,0,61,80,85,71,55,31,0,0,2,3,3,5,4,20,0,20,50,40,40,30,10
32,AR,ROS,high,no,control,treward,17,23.0,133,0,5,21,12,18,12,12,0,0,0,1,0,0,2,60,0,2,10,5,10,7,5
1,AR,OTA,low,no,low_sugar,treward,18,23.5,63,0,56,84,95,70,70,56,0,0,2,3,5,2,3,30,0,20,30,30,30,30,30
2,AR,VLO,high,yes,OA,treward,18,23.5,143,0,71,54,84,42,46,52,0,1,3,4,2,3,4,40,0,25,20,20,25,25,30
3,AR,VLO,low,no,low_sugar,treward,18,23.5,53,0,33,46,33,42,38,29,0,0,1,2,4,4,1,20,0,15,20,20,20,15,15
4,AR,UBA,high,yes,OA,treward,18,23.5,27,0,30,26,28,37,27,18,0,1,0,1,1,2,1,40,0,2,10,10,15,15,6
5,AR,UBA,low,no,low_sugar,treward,18,23.5,33,0,21,51,60,52,38,38,0,0,0,0,1,1,2,40,0,10,25,25,30,30,20
6,AR,ROS,high,yes,OA,treward,18,23.5,67,0,13,42,39,31,28,18,0,0,4,3,2,3,3,20,0,5,15,15,10,10,10
7,AR,ROS,low,no,low_sugar,treward,18,23.5,54,0,22,43,42,30,33,28,0,1,1,1,2,1,1,50,0,10,20,20,20,20,15
8,AR,OTA,high,yes,OA,treward,18,23.5,88,0,108,82,58,55,43,45,0,6,5,4,6,5,4,10,0,30,25,25,20,20,20
9,AR,ROS,low,no,low_sugar,treward,18,23.5,31,0,20,40,37,47,35,35,0,0,1,4,1,2,3,30,0,10,20,20,25,20,20
10,AR,OTA,high,yes,OA,treward,18,23.5,87,0,59,67,64,61,45,42,0,2,4,5,5,4,5,10,0,20,20,20,20,20,15
11,AR,UBA,low,no,low_sugar,treward,18,23.5,38,0,7,40,81,62,42,25,0,0,0,1,0,1,1,50,0,3,20,35,35,20,15
12,AR,ROS,high,yes,OA,treward,18,23.5,99,0,38,53,50,30,25,24,0,0,2,2,2,2,3,20,0,10,20,20,10,10,10
