subcolony,region,site,sugar,octopamine,treatment,phase,day,temperature,initial_for,n_0,n_10,n_20,n_30,n_40,n_50,n_60,cov_0,cov_10,cov_20,cov_30,cov_40,cov_50,cov_60,time_top,sug_0,sug_10,sug_20,sug_30,sug_40,sug_50,sug_60
25,NZ,HAS,low,no,low_sugar,treatment,7,23.6,20,0,7,11,14,7,8,4,0,2,1,2,3,2,0,20,0,0,0,0,0,0,0
26,NZ,TAR,high,no,control,treatment,7,23.6,63,0,7,20,18,18,19,16,0,2,3,2,3,4,5,10,0,0,0,0,0,0,0
27,NZ,PET,low,yes,OA_low_sugar,treatment,7,23.6,61,0,6,21,37,36,18,17,0,0,2,2,2,5,2,20,0,0,0,0,0,0,0
28,NZ,TAR,high,yes,OA,treatment,7,23.6,111,0,1,19,20,18,20,13,0,1,2,3,3,2,2,10,0,0,0,0,0,0,0
29,NZ,PAR,low,no,low_sugar,treatment,7,23.6,40,0,7,22,21,26,12,13,0,1,2,1,3,2,4,10,0,0,0,0,0,0,0
30,NZ,HAS,high,no,control,treatment,7,23.6,24,0,6,6,6,13,11,7,0,1,2,0,2,1,1,20,0,0,0,0,0,0,0
31,NZ,PAR,low,yes,OA_low_sugar,treatment,7,23.6,43,0,26,17,19,19,21,22,0,2,4,3,1,3,5,10,0,0,0,0,0,0,0
32,NZ,PET,high,yes,OA,treatment,7,23.6,67,0,12,20,27,14,20,17,0,1,5,2,1,4,3,20,0,0,0,0,0,0,0
1,NZ,HAS,high,no,control,treatment,8,23.6,24,0,7,15,4,9,5,12,0,1,2,0,3,1,2,40,0,0,0,0,0,0,0
2,NZ,PET,low,no,low_sugar,treatment,8,23.6,25,0,4,11,10,12,6,8,0,1,2,3,2,1,0,30,0,0,0,0,0,0,0
3,NZ,PAR,high,yes,OA,treatment,8,23.6,70,0,24,22,23,22,18,23,0,4,3,3,3,3,7,10,0,0,0,0,0,0,0
4,NZ,TAR,low,yes,OA_low_sugar,treatment,8,23.6,82,0,31,53,54,76,51,57,0,5,5,5,8,7,7,20,0,0,0,0,0,0,0
5,NZ,PET,high,no,control,treatment,8,23.6,18,0,4,3,2,7,8,2,0,0,0,0,0,4,0,50,0,0,0,0,0,0,0
6,NZ,PAR,low,no,low_sugar,treatment,8,23.6,58,0,13,16,15,16,14,13,0,2,3,3,2,4,1,20,0,0,0,0,0,0,0
7,NZ,TAR,high,yes,OA,treatment,8,23.6,34,0,14,16,24,25,21,20,0,2,4,4,5,4,5,10,0,0,0,0,0,0,0
8,NZ,HAS,low,yes,OA_low_sugar,treatment,8,23.6,41,0,11,19,29,18,17,19,0,2,3,7,5,3,2,20,0,0,0,0,0,0,0
9,NZ,PAR,high,no,control,treatment,8,23.6,36,0,10,13,12,14,12,15,0,2,3,3,2,3,3,40,0,0,0,0,0,0,0
10,NZ,TAR,low,no,low_sugar,treatment,8,23.6,30,0,20,22,28,43,28,27,0,5,5,3,6,5,5,30,0,0,0,0,0,0,0
11,NZ,PET,high,yes,OA,treatment,8,23.6,56,0,13,14,14,11,15,11,0,1,2,3,1,3,3,10,0,0,0,0,0,0,0
12,NZ,HAS,low,yes,OA_low_sugar,treatment,8,23.6,37,0,21,41,23,22,19,24,0,3,3,3,5,1,2,10,0,0,0,0,0,0,0
13,NZ,TAR,high,no,control,treatment,8,23.6,26,0,6,16,9,14,13,12,0,1,6,2,2,4,3,10,0,0,0,0,0,0,0
14,NZ,HAS,low,no,low_sugar,treatment,8,23.6,22,0,3,15,11,11,6,12,0,1,4,2,2,0,3,20,0,0,0,0,0,0,0
15,NZ,HAS,high,yes,OA,treatment,8,23.6,24,0,4,9,8,10,6,8,0,0,2,2,1,0,3,30,0,0,0,0,0,0,0
16,NZ,PET,low,yes,OA_low_sugar,treatment,8,23.6,67,0,33,44,27,36,24,31,0,5,4,4,9,5,8,30,0,0,0,0,0,0,0
17,NZ,PAR,high,no,control,treatment,8,23.6,62,0,8,15,8,22,11,8,0,1,3,1,2,2,1,20,0,0,0,0,0,0,0
18,NZ,PET,low,no,low_sugar,treatment,8,23.6,32,0,10,17,15,15,6,5,0,3,2,4,2,1,1,10,0,0,0,0,0,0,0
19,NZ,HAS,high,yes,OA,treatment,8,23.6,33,0,8,20,37,23,13,5,0,0,4,2,3,2,1,20,0,0,0,0,0,0,0
20,NZ,PAR,low,yes,OA_low_sugar,treatment,8,23.6,126,0,25,40,35,25,20,16,0,6,5,3,3,5,2,20,0,0,0,0,0,0,0
21,NZ,PET,high,no,control,treatment,8,23.6,46,0,7,6,7,12,9,12,0,0,2,3,0,1,2,50,0,0,0,0,0,0,0
22,NZ,TAR,low,no,low_sugar,treatment,8,23.6,44,0,18,19,23,27,21,22,0,3,6,7,6,5,5,10,0,0,0,0,0,0,0
23,NZ,TAR,low,yes,OA_low_sugar,treatment,8,23.6,77,0,24,45,31,36,25,22,0,5,4,6,4,5,8,10,0,0,0,0,0,0,0
24,NZ,PAR,high,yes,OA,treatment,8,23.6,65,0,5,19,13,14,12,13,0,0,4,4,2,2,1,20,0,0,0,0,0,0,0
25,NZ,HAS,low,no,low_sugar,treatment,8,23.6,28,0,6,6,13,9,13,10,0,0,2,3,4,5,3,61,0,0,0,0,0,0,0
26,NZ,TAR,high,no,control,treatment,8,23.6,65,0,11,15,28,18,14,10,0,4,1,3,4,2,2,10,0,0,0,0,0,0,0
27,NZ,PET,low,yes,OA_low_sugar,treatment,8,23.6,38,0,12,25,40,37,39,22,0,0,4,4,2,1,2,20,0,0,0,0,0,0,0
28,NZ,TAR,high,yes,OA,treatment,8,23.6,82,0,11,27,23,21,17,12,0,1,2,2,3,2,1,10,0,0,0,0,0,0,0
29,NZ,PAR,low,no,low_sugar,treatment,8,23.6,32,0,9,21,24,30,23,11,0,1,3,5,4,4,3,10,0,0,0,0,0,0,0
30,NZ,HAS,high,no,control,treatment,8,23.6,44,0,3,7,8,11,4,5,0,0,0,0,1,0,0,61,0,0,0,0,0,0,0
31,NZ,PAR,low,yes,OA_low_sugar,treatment,8,23.6,51,0,15,19,17,13,22,15,0,2,3,3,4,4,2,20,0,0,0,0,0,0,0
32,NZ,PET,high,yes,OA,treatment,8,23.6,117,0,10,20,14,19,10,18,0,0,1,1,3,2,4,20,0,0,0,0,0,0,0
1,NZ,HAS,high,no,control,treatment,9,23.6,27,0,1,16,13,10,7,16,0,0,1,1,1,3,5,61,0,0,0,0,0,0,0
2,NZ,PET,low,no,low_sugar,treatment,9,23.6,35,0,4,5,8,9,10,7,0,0,1,1,1,2,2,40,0,0,0,0,0,0,0
3,NZ,PAR,high,yes,OA,treatment,9,23.6,79,0,11,24,27,24,17,20,0,1,3,4,3,5,6,10,0,0,0,0,0,0,0
4,NZ,TAR,low,yes,OA_low_sugar,treatment,9,23.6,75,0,22,39,59,55,50,50,0,4,7,4,5,7,9,20,0,0,0,0,0,0,0
5,NZ,PET,high,no,control,treatment,9,23.6,15,0,4,10,6,7,8,5,0,0,0,2,1,4,1,30,0,0,0,0,0,0,0
6,NZ,PAR,low,no,low_sugar,treatment,9,23.6,69,0,19,18,14,12,5,8,0,5,3,4,4,2,6,10,0,0,0,0,0,0,0
7,NZ,TAR,high,yes,OA,treatment,9,23.6,45,0,5,18,10,16,22,14,0,1,2,2,4,6,3,20,0,0,0,0,0,0,0
8,NZ,HAS,low,yes,OA_low_sugar,treatment,9,23.6,45,0,23,36,34,31,24,23,0,3,3,6,3,5,5,10,0,0,0,0,0,0,0
9,NZ,PAR,high,no,control,treatment,9,23.6,35,0,15,21,15,18,20,13,0,3,5,6,4,3,3,30,0,0,0,0,0,0,0
10,NZ,TAR,low,no,low_sugar,treatment,9,23.6,46,0,21,39,27,24,21,17,0,3,8,5,4,5,4,10,0,0,0,0,0,0,0
11,NZ,PET,high,yes,OA,treatment,9,23.6,24,0,14,18,16,15,12,9,0,3,2,2,1,1,1,10,0,0,0,0,0,0,0
12,NZ,HAS,low,yes,OA_low_sugar,treatment,9,23.6,45,0,48,63,61,45,35,22,0,4,7,7,5,4,2,10,0,0,0,0,0,0,0
13,NZ,TAR,high,no,control,treatment,9,23.6,39,0,12,17,18,17,19,16,0,3,4,2,2,4,4,40,0,0,0,0,0,0,0
14,NZ,HAS,low,no,low_sugar,treatment,9,23.6,23,0,6,9,8,7,4,5,0,1,3,1,0,0,1,30,0,0,0,0,0,0,0
15,NZ,HAS,high,yes,OA,treatment,9,23.6,31,0,10,13,12,10,11,8,0,2,2,1,1,1,2,20,0,0,0,0,0,0,0
16,NZ,PET,low,yes,OA_low_sugar,treatment,9,23.6,79,0,35,44,46,43,49,24,0,6,5,4,4,3,5,10,0,0,0,0,0,0,0
17,NZ,PAR,high,no,control,treatment,9,23.6,80,0,10,7,5,13,12,6,0,2,0,0,1,1,1,50,0,0,0,0,0,0,0
18,NZ,PET,low,no,low_sugar,treatment,9,23.6,21,0,12,12,14,13,11,12,0,1,1,1,1,1,2,10,0,0,0,0,0,0,0
19,NZ,HAS,high,yes,OA,treatment,9,23.6,24,0,11,14,16,17,14,13,0,0,1,1,2,2,2,20,0,0,0,0,0,0,0
20,NZ,PAR,low,yes,OA_low_sugar,treatment,9,23.6,107,0,37,35,36,30,32,37,0,5,5,5,3,5,8,10,0,0,0,0,0,0,0
21,NZ,PET,high,no,control,treatment,9,23.6,45,0,12,11,9,6,6,7,0,2,1,0,0,0,1,10,0,0,0,0,0,0,0
22,NZ,TAR,low,no,low_sugar,treatment,9,23.6,63,0,17,22,24,21,23,14,0,4,5,5,3,3,4,20,0,0,0,0,0,0,0
23,NZ,TAR,low,yes,OA_low_sugar,treatment,9,23.6,90,0,36,35,37,45,31,28,0,7,3,5,8,4,5,10,0,0,0,0,0,0,0
24,NZ,PAR,high,yes,OA,treatment,9,23.6,50,0,30,24,14,15,16,19,0,4,4,0,3,2,4,10,0,0,0,0,0,0,0
25,NZ,HAS,low,no,low_sugar,treatment,9,23.6,34,0,7,8,7,17,14,7,0,1,0,1,2,1,2,30,0,0,0,0,0,0,0
26,NZ,TAR,high,no,control,treatment,9,23.6,70,0,15,20,20,8,7,9,0,0,2,3,2,0,1,20,0,0,0,0,0,0,0
27,NZ,PET,low,yes,OA_low_sugar,treatment,9,23.6,62,0,15,23,28,33,29,28,0,2,1,3,4,1,3,10,0,0,0,0,0,0,0
28,NZ,TAR,high,yes,OA,treatment,9,23.6,65,0,23,21,13,15,12,5,0,3,2,2,2,1,1,10,0,0,0,0,0,0,0
29,NZ,PAR,low,no,low_sugar,treatment,9,23.6,39,0,18,16,14,17,18,14,0,4,2,4,2,1,5,10,0,0,0,0,0,0,0
30,NZ,HAS,high,no,control,treatment,9,23.6,27,0,8,8,7,6,5,4,0,2,1,1,1,0,0,10,0,0,0,0,0,0,0
31,NZ,PAR,low,yes,OA_low_sugar,treatment,9,23.6,38,0,33,24,19,17,16,18,0,3,3,2,4,1,4,10,0,0,0,0,0,0,0
32,NZ,PET,high,yes,OA,treatment,9,23.6,93,0,17,15,16,15,14,13,0,1,2,1,2,1,2,20,0,0,0,0,0,0,0
1,NZ,HAS,high,no,control,treatment,10,23.1,24,0,3,7,5,5,16,2,0,0,1,3,2,4,0,50,0,0,0,0,0,0,0
2,NZ,PET,low,no,low_sugar,treatment,10,23.1,29,0,3,8,8,8,6,6,0,0,2,1,1,1,1,20,0,0,0,0,0,0,0
3,NZ,PAR,high,yes,OA,treatment,10,23.1,68,0,11,23,19,38,11,15,0,2,4,5,7,5,3,20,0,0,0,0,0,0,0
4,NZ,TAR,low,yes,OA_low_sugar,treatment,10,23.1,134,0,78,82,92,69,49,39,0,6,9,10,9,5,6,10,0,0,0,0,0,0,0
5,NZ,PET,high,no,control,treatment,10,23.1,9,0,4,3,12,20,12,3,0,2,0,2,6,4,0,40,0,0,0,0,0,0,0
6,NZ,PAR,low,no,low_sugar,treatment,10,23.1,71,0,15,22,18,16,16,17,0,3,4,1,1,4,5,10,0,0,0,0,0,0,0
7,NZ,TAR,high,yes,OA,treatment,10,23.1,34,0,5,11,6,14,5,6,0,1,2,4,3,2,1,30,0,0,0,0,0,0,0
8,NZ,HAS,low,yes,OA_low_sugar,treatment,10,23.1,63,0,30,33,39,43,33,30,0,5,7,4,6,6,6,10,0,0,0,0,0,0,0
9,NZ,PAR,high,no,control,treatment,10,23.1,29,0,12,9,11,8,10,11,0,4,2,3,3,4,2,40,0,0,0,0,0,0,0
10,NZ,TAR,low,no,low_sugar,treatment,10,23.1,51,0,10,12,21,19,10,10,0,0,2,6,4,8,6,40,0,0,0,0,0,0,0
11,NZ,PET,high,yes,OA,treatment,10,23.1,33,0,10,12,16,16,14,13,0,0,2,5,4,2,2,20,0,0,0,0,0,0,0
12,NZ,HAS,low,yes,OA_low_sugar,treatment,10,23.1,63,0,25,29,26,27,31,24,0,5,3,8,6,5,2,10,0,0,0,0,0,0,0
13,NZ,TAR,high,no,control,treatment,10,23.1,34,0,3,9,11,8,10,7,0,2,1,1,1,2,1,10,0,0,0,0,0,0,0
14,NZ,HAS,low,no,low_sugar,treatment,10,23.1,22,0,2,2,7,5,5,3,0,0,1,2,2,1,1,40,0,0,0,0,0,0,0
15,NZ,HAS,high,yes,OA,treatment,10,23.1,43,0,10,9,14,15,11,14,0,2,2,6,5,2,3,20,0,0,0,0,0,0,0
16,NZ,PET,low,yes,OA_low_sugar,treatment,10,23.1,77,0,40,54,48,39,45,34,0,7,6,7,7,8,5,10,0,0,0,0,0,0,0
17,NZ,PAR,high,no,control,treatment,10,23.1,72,0,1,9,9,4,4,6,0,0,3,1,1,2,2,20,0,0,0,0,0,0,0
18,NZ,PET,low,no,low_sugar,treatment,10,23.1,23,0,3,6,5,12,9,8,0,0,2,2,1,3,1,20,0,0,0,0,0,0,0
19,NZ,HAS,high,yes,OA,treatment,10,23.1,47,0,10,17,13,8,18,11,0,1,2,4,1,3,3,20,0,0,0,0,0,0,0
20,NZ,PAR,low,yes,OA_low_sugar,treatment,10,23.1,115,0,24,36,28,28,28,29,0,2,4,6,6,5,5,10,0,0,0,0,0,0,0
21,NZ,PET,high,no,control,treatment,10,23.1,43,0,10,10,22,10,10,7,0,4,2,5,2,2,3,10,0,0,0,0,0,0,0
22,NZ,TAR,low,no,low_sugar,treatment,10,23.1,71,0,10,20,22,17,15,13,0,2,3,6,7,5,3,10,0,0,0,0,0,0,0
23,NZ,TAR,low,yes,OA_low_sugar,treatment,10,23.1,138,0,17,30,18,31,19,22,0,3,3,3,6,3,3,10,0,0,0,0,0,0,0
24,NZ,PAR,high,yes,OA,treatment,10,23.1,72,0,40,22,11,9,7,12,0,3,3,2,2,3,3,10,0,0,0,0,0,0,0
25,NZ,HAS,low,no,low_sugar,treatment,10,23.1,22,0,5,14,7,5,4,2,0,1,2,1,2,0,1,61,0,0,0,0,0,0,0
26,NZ,TAR,high,no,control,treatment,10,23.1,74,0,5,22,13,12,10,8,0,0,2,1,1,1,1,20,0,0,0,0,0,0,0
27,NZ,PET,low,yes,OA_low_sugar,treatment,10,23.1,65,0,43,71,51,39,46,39,0,3,3,6,4,2,5,10,0,0,0,0,0,0,0
28,NZ,TAR,high,yes,OA,treatment,10,23.1,60,0,19,21,17,15,8,13,0,2,3,1,3,1,3,10,0,0,0,0,0,0,0
29,NZ,PAR,low,no,low_sugar,treatment,10,23.1,45,0,7,10,20,20,11,9,0,2,3,3,7,1,2,20,0,0,0,0,0,0,0
30,NZ,HAS,high,no,control,treatment,10,23.1,36,0,4,4,3,6,5,7,0,0,1,0,2,2,0,40,0,0,0,0,0,0,0
31,NZ,PAR,low,yes,OA_low_sugar,treatment,10,23.1,58,0,28,28,20,13,17,17,0,4,4,3,3,8,2,10,0,0,0,0,0,0,0
32,NZ,PET,high,yes,OA,treatment,10,23.1,104,0,18,12,12,11,11,15,0,2,4,1,3,2,3,20,0,0,0,0,0,0,0
1,NZ,HAS,high,no,control,treatment,11,23.6,17,0,2,4,6,10,4,4,0,0,2,0,2,0,2,61,0,0,0,0,0,0,0
2,NZ,PET,low,no,low_sugar,treatment,11,23.6,36,0,9,10,13,4,5,4,0,1,1,2,1,1,0,20,0,0,0,0,0,0,0
3,NZ,PAR,high,yes,OA,treatment,11,23.6,62,0,39,23,19,26,17,12,0,7,4,3,5,5,3,10,0,0,0,0,0,0,0
4,NZ,TAR,low,yes,OA_low_sugar,treatment,11,23.6,152,0,75,77,59,56,33,33,0,8,9,9,8,7,8,10,0,0,0,0,0,0,0
5,NZ,PET,high,no,control,treatment,11,23.6,21,0,5,5,6,11,9,9,0,0,1,1,2,2,1,20,0,0,0,0,0,0,0
6,NZ,PAR,low,no,low_sugar,treatment,11,23.6,75,0,19,12,10,13,14,7,0,0,2,2,4,3,2,20,0,0,0,0,0,0,0
7,NZ,TAR,high,yes,OA,treatment,11,23.6,43,0,11,9,12,9,10,9,0,0,3,2,1,1,2,30,0,0,0,0,0,0,0
8,NZ,HAS,low,yes,OA_low_sugar,treatment,11,23.6,67,0,24,34,27,33,35,21,0,6,5,4,6,5,6,10,0,0,0,0,0,0,0
9,NZ,PAR,high,no,control,treatment,11,23.6,43,0,9,10,15,12,24,19,0,3,1,4,3,3,3,10,0,0,0,0,0,0,0
10,NZ,TAR,low,no,low_sugar,treatment,11,23.6,79,0,8,20,15,23,7,12,0,3,5,5,5,3,1,20,0,0,0,0,0,0,0
11,NZ,PET,high,yes,OA,treatment,11,23.6,35,0,29,18,24,17,11,14,0,4,3,4,1,2,5,10,0,0,0,0,0,0,0
12,NZ,HAS,low,yes,OA_low_sugar,treatment,11,23.6,52,0,32,30,23,21,14,14,0,4,3,3,2,1,1,10,0,0,0,0,0,0,0
13,NZ,TAR,high,no,control,treatment,11,23.6,42,0,6,6,12,6,10,4,0,0,1,3,2,3,0,20,0,0,0,0,0,0,0
14,NZ,HAS,low,no,low_sugar,treatment,11,23.6,21,0,6,7,7,4,8,6,0,1,2,2,1,1,2,30,0,0,0,0,0,0,0
15,NZ,HAS,high,yes,OA,treatment,11,23.6,30,0,11,12,14,4,9,6,0,0,2,4,1,2,1,20,0,0,0,0,0,0,0
16,NZ,PET,low,yes,OA_low_sugar,treatment,11,23.6,100,0,44,55,38,34,25,20,0,9,9,8,5,5,6,10,0,0,0,0,0,0,0
17,NZ,PAR,high,no,control,treatment,11,23.6,68,0,4,10,11,7,4,5,0,1,1,1,2,1,0,40,0,0,0,0,0,0,0
18,NZ,PET,low,no,low_sugar,treatment,11,23.6,30,0,9,13,18,16,9,14,0,2,2,3,1,1,2,10,0,0,0,0,0,0,0
19,NZ,HAS,high,yes,OA,treatment,11,23.6,55,0,11,6,4,9,13,5,0,5,0,1,1,3,1,10,0,0,0,0,0,0,0
20,NZ,PAR,low,yes,OA_low_sugar,treatment,11,23.6,103,0,21,38,28,37,41,28,0,1,6,5,5,3,3,10,0,0,0,0,0,0,0
21,NZ,PET,high,no,control,treatment,11,23.6,43,0,6,15,13,8,7,5,0,1,2,3,2,2,3,10,0,0,0,0,0,0,0
22,NZ,TAR,low,no,low_sugar,treatment,11,23.6,66,0,12,17,14,13,8,12,0,1,3,3,3,3,4,20,0,0,0,0,0,0,0
23,NZ,TAR,low,yes,OA_low_sugar,treatment,11,23.6,78,0,10,12,17,11,7,7,0,1,2,3,2,4,4,20,0,0,0,0,0,0,0
24,NZ,PAR,high,yes,OA,treatment,11,23.6,101,0,20,18,13,17,14,7,0,2,1,5,4,2,1,10,0,0,0,0,0,0,0
25,NZ,HAS,low,no,low_sugar,treatment,11,23.6,30,0,11,23,4,8,5,9,0,1,2,2,5,1,2,20,0,0,0,0,0,0,0
26,NZ,TAR,high,no,control,treatment,11,23.6,53,0,8,18,10,28,14,18,0,2,3,1,4,3,4,10,0,0,0,0,0,0,0
27,NZ,PET,low,yes,OA_low_sugar,treatment,11,23.6,59,0,10,27,24,34,26,17,0,1,6,2,2,5,1,10,0,0,0,0,0,0,0
28,NZ,TAR,high,yes,OA,treatment,11,23.6,68,0,7,20,23,27,21,11,0,1,2,2,4,0,3,10,0,0,0,0,0,0,0
29,NZ,PAR,low,no,low_sugar,treatment,11,23.6,51,0,3,13,10,15,10,10,0,0,4,1,1,1,3,20,0,0,0,0,0,0,0
30,NZ,HAS,high,no,control,treatment,11,23.6,39,0,2,5,7,5,6,4,0,0,0,0,0,1,0,61,0,0,0,0,0,0,0
31,NZ,PAR,low,yes,OA_low_sugar,treatment,11,23.6,44,0,18,30,35,23,20,15,0,5,5,5,4,1,5,10,0,0,0,0,0,0,0
32,NZ,PET,high,yes,OA,treatment,11,23.6,107,0,6,15,13,6,9,6,0,0,3,4,0,2,2,20,0,0,0,0,0,0,0
1,NZ,HAS,high,no,control,treatment,12,23.6,14,0,3,7,2,3,8,1,0,1,3,1,0,0,0,30,0,0,0,0,0,0,0
2,NZ,PET,low,no,low_sugar,treatment,12,23.6,40,0,5,4,10,5,3,4,0,1,2,1,0,0,0,20,0,0,0,0,0,0,0
3,NZ,PAR,high,yes,OA,treatment,12,23.6,69,0,11,19,14,23,20,21,0,4,4,2,4,6,4,20,0,0,0,0,0,0,0
4,NZ,TAR,low,yes,OA_low_sugar,treatment,12,23.6,149,0,41,50,54,52,38,22,0,6,8,5,7,5,2,10,0,0,0,0,0,0,0
5,NZ,PET,high,no,control,treatment,12,23.6,21,0,3,3,1,2,4,1,0,0,0,0,0,2,1,50,0,0,0,0,0,0,0
6,NZ,PAR,low,no,low_sugar,treatment,12,23.6,78,0,10,19,16,22,13,3,0,4,3,3,5,3,0,10,0,0,0,0,0,0,0
7,NZ,TAR,high,yes,OA,treatment,12,23.6,29,0,9,8,13,12,14,11,0,0,1,3,2,4,2,20,0,0,0,0,0,0,0
8,NZ,HAS,low,yes,OA_low_sugar,treatment,12,23.6,62,0,51,35,34,33,35,24,0,0,8,7,5,7,4,20,0,0,0,0,0,0,0
9,NZ,PAR,high,no,control,treatment,12,23.6,31,0,5,8,8,9,14,15,0,1,4,5,1,2,4,10,0,0,0,0,0,0,0
10,NZ,TAR,low,no,low_sugar,treatment,12,23.6,67,0,8,10,14,12,11,11,0,0,0,5,3,4,5,30,0,0,0,0,0,0,0
11,NZ,PET,high,yes,OA,treatment,12,23.6,20,0,10,20,16,21,6,10,0,5,6,4,4,0,2,10,0,0,0,0,0,0,0
12,NZ,HAS,low,yes,OA_low_sugar,treatment,12,23.6,52,0,19,17,23,24,19,19,0,1,4,4,4,2,3,20,0,0,0,0,0,0,0
13,NZ,TAR,high,no,control,treatment,12,23.6,47,0,9,6,12,20,6,3,0,2,2,4,5,1,0,20,0,0,0,0,0,0,0
14,NZ,HAS,low,no,low_sugar,treatment,12,23.6,30,0,7,9,7,11,6,7,0,1,3,2,2,1,2,10,0,0,0,0,0,0,0
15,NZ,HAS,high,yes,OA,treatment,12,23.6,27,0,7,5,5,7,10,8,0,0,0,2,2,4,2,50,0,0,0,0,0,0,0
16,NZ,PET,low,yes,OA_low_sugar,treatment,12,23.6,112,0,43,29,25,29,20,19,0,6,3,5,6,5,2,10,0,0,0,0,0,0,0
17,NZ,PAR,high,no,control,treatment,12,23.6,77,0,10,16,6,15,14,15,0,1,2,2,3,3,3,10,0,0,0,0,0,0,0
18,NZ,PET,low,no,low_sugar,treatment,12,23.6,25,0,10,13,4,9,4,5,0,2,2,1,1,2,1,10,0,0,0,0,0,0,0
19,NZ,HAS,high,yes,OA,treatment,12,23.6,44,0,6,10,12,14,8,10,0,0,0,2,3,2,3,61,0,0,0,0,0,0,0
20,NZ,PAR,low,yes,OA_low_sugar,treatment,12,23.6,88,0,30,26,22,27,34,21,0,5,5,4,3,6,6,10,0,0,0,0,0,0,0
21,NZ,PET,high,no,control,treatment,12,23.6,42,0,14,24,14,13,10,6,0,4,5,3,2,3,0,10,0,0,0,0,0,0,0
22,NZ,TAR,low,no,low_sugar,treatment,12,23.6,82,0,13,24,20,29,23,26,0,2,7,4,5,5,6,10,0,0,0,0,0,0,0
23,NZ,TAR,low,yes,OA_low_sugar,treatment,12,23.6,69,0,14,14,11,7,8,17,0,3,0,3,1,1,3,10,0,0,0,0,0,0,0
24,NZ,PAR,high,yes,OA,treatment,12,23.6,62,0,12,18,18,9,11,12,0,2,3,3,3,4,4,10,0,0,0,0,0,0,0
25,NZ,HAS,low,no,low_sugar,treatment,12,23.6,35,0,10,3,4,3,5,9,0,2,0,2,1,2,1,10,0,0,0,0,0,0,0
26,NZ,TAR,high,no,control,treatment,12,23.6,0,0,10,8,18,8,12,8,0,2,4,3,2,2,1,10,0,0,0,0,0,0,0
27,NZ,PET,low,yes,OA_low_sugar,treatment,12,23.6,56,0,20,28,35,37,32,27,0,3,2,5,2,1,3,10,0,0,0,0,0,0,0
28,NZ,TAR,high,yes,OA,treatment,12,23.6,89,0,4,11,24,15,12,11,0,0,3,4,2,3,3,20,0,0,0,0,0,0,0
29,NZ,PAR,low,no,low_sugar,treatment,12,23.6,59,0,18,27,25,11,12,19,0,1,4,5,3,2,4,10,0,0,0,0,0,0,0
30,NZ,HAS,high,no,control,treatment,12,23.6,46,0,3,6,15,7,5,2,0,0,1,3,1,0,1,61,0,0,0,0,0,0,0
31,NZ,PAR,low,yes,OA_low_sugar,treatment,12,23.6,61,0,22,13,20,18,18,21,0,3,5,5,5,2,3,10,0,0,0,0,0,0,0
32,NZ,PET,high,yes,OA,treatment,12,23.6,88,0,10,15,13,16,6,7,0,1,1,5,3,1,1,30,0,0,0,0,0,0,0
1,NZ,HAS,high,no,control,treatment,13,23.1,17,0,3,6,9,14,5,3,0,0,1,3,4,0,1,30,0,0,0,0,0,0,0
2,NZ,PET,low,no,low_sugar,treatment,13,23.1,58,0,14,17,7,8,9,5,0,1,1,0,0,1,1,50,0,0,0,0,0,0,0
3,NZ,PAR,high,yes,OA,treatment,13,23.1,71,0,11,24,22,19,20,9,0,2,4,4,3,7,4,10,0,0,0,0,0,0,0
4,NZ,TAR,low,yes,OA_low_sugar,treatment,13,23.1,178,0,62,47,51,22,31,33,0,8,7,7,4,3,4,10,0,0,0,0,0,0,0
5,NZ,PET,high,no,control,treatment,13,23.1,18,0,1,5,7,9,7,9,0,0,1,2,1,1,2,40,0,0,0,0,0,0,0
6,NZ,PAR,low,no,low_sugar,treatment,13,23.1,70,0,22,23,17,11,12,9,0,3,5,4,3,1,2,10,0,0,0,0,0,0,0
7,NZ,TAR,high,yes,OA,treatment,13,23.1,25,0,12,12,14,11,24,10,0,2,3,2,2,2,3,10,0,0,0,0,0,0,0
8,NZ,HAS,low,yes,OA_low_sugar,treatment,13,23.1,60,0,30,25,13,12,20,16,0,2,3,2,1,2,1,10,0,0,0,0,0,0,0
9,NZ,PAR,high,no,control,treatment,13,23.1,26,0,10,7,13,10,12,7,0,2,3,4,2,3,4,10,0,0,0,0,0,0,0
10,NZ,TAR,low,no,low_sugar,treatment,13,23.1,59,0,8,13,12,12,9,10,0,1,2,5,3,3,2,20,0,0,0,0,0,0,0
11,NZ,PET,high,yes,OA,treatment,13,23.1,38,0,9,12,14,19,20,9,0,1,3,4,3,4,1,10,0,0,0,0,0,0,0
12,NZ,HAS,low,yes,OA_low_sugar,treatment,13,23.1,40,0,13,27,23,21,15,10,0,3,4,5,2,2,2,10,0,0,0,0,0,0,0
13,NZ,TAR,high,no,control,treatment,13,23.1,44,0,6,8,9,9,7,4,0,0,3,1,3,1,1,20,0,0,0,0,0,0,0
14,NZ,HAS,low,no,low_sugar,treatment,13,23.1,28,0,3,11,7,6,9,7,0,1,2,1,0,3,2,20,0,0,0,0,0,0,0
15,NZ,HAS,high,yes,OA,treatment,13,23.1,44,0,7,17,8,11,8,8,0,2,4,2,1,3,2,10,0,0,0,0,0,0,0
16,NZ,PET,low,yes,OA_low_sugar,treatment,13,23.1,85,0,18,24,16,27,11,10,0,2,5,6,6,2,2,20,0,0,0,0,0,0,0
